"x"	"y"	"altitude"	"altitude_type"	"id"
"413"	266244.78	4040563.16	728.429992675781	"upper"	"Z0863"
"414"	266250	4040552.37	724.460021972656	"upper"	"Z0394"
"415"	266267.65	4040557.86	731.231994628906	"upper"	"Z0395"
"416"	266267.71	4040555.29	728.356994628906	"upper"	"Z0396"
"417"	266272.11	4040550.56	726.130004882812	"upper"	"Z0398"
"418"	266273.46	4040555.58	728.622009277344	"upper"	"Z0397"
"419"	266281.05	4040555.9	729.02197265625	"upper"	"Z0399"
"420"	266280.52	4040559.27	731.1669921875	"upper"	"Z0400"
"421"	266282.57	4040555.96	730.585021972656	"upper"	"Z0701"
"422"	266285.16	4040555.67	730.585021972656	"upper"	"Z0702"
"423"	266331.91	4040527.24	743.184997558594	"upper"	"Z0703"
"424"	266334.74	4040536.44	745.781982421875	"upper"	"Z0704"
"425"	266338.75	4040533.48	747.5830078125	"upper"	"Z0705"
"426"	266347.1	4040537.79	749.775024414062	"upper"	"Z0706"
"427"	266352.11	4040541.09	751.755004882812	"upper"	"Z0707"
"428"	266350.15	4040549.64	752.776977539062	"upper"	"Z0709"
"429"	266352.43	4040550.43	752.776977539062	"upper"	"Z0708"
"430"	266356.71	4040542.92	754.174987792969	"upper"	"Z0710"
"431"	266365.64	4040543.33	757.877990722656	"upper"	"Z0711"
"432"	266371.9	4040533.78	758.794982910156	"upper"	"Z0713"
"433"	266372.07	4040533.4	758.794982910156	"upper"	"Z0712"
"434"	266372.04	4040530.38	758.177001953125	"upper"	"Z0715"
"435"	266378.51	4040535.45	761.765014648438	"upper"	"Z0714"
"436"	266379.96	4040537.4	761.765014648438	"upper"	"Z0717"
"437"	266380.65	4040537.48	761.765014648438	"upper"	"Z0716"
"438"	266381.62	4040541.63	762.4580078125	"upper"	"Z0718"
"439"	266385.96	4040540.81	763.976989746094	"upper"	"Z0719"
"440"	266386.2	4040544.77	764.731994628906	"upper"	"Z0720"
"441"	266390.92	4040552.43	766.468017578125	"upper"	"Z0721"
"442"	266393.61	4040555.42	768.5830078125	"upper"	"Z0722"
"443"	266430.73	4040475.36	740.572998046875	"upper"	"Z0731"
"444"	266433.71	4040478.46	743.382995605469	"upper"	"Z0730"
"445"	266434.24	4040482.65	746.322998046875	"upper"	"Z0723"
"446"	266435.39	4040482.37	743.382995605469	"upper"	"Z0725"
"447"	266435.68	4040482.31	743.382995605469	"upper"	"Z0724"
"448"	266436.54	4040481.35	743.382995605469	"upper"	"Z0727"
"449"	266436.53	4040479.96	743.382995605469	"upper"	"Z0726"
"450"	266437.91	4040479.89	743.72998046875	"upper"	"Z0728"
"451"	266438.11	4040479.92	743.72998046875	"upper"	"Z0729"
"452"	266442.38	4040483.47	746.724975585938	"upper"	"Z0733"
"453"	266446.86	4040483.54	747.177001953125	"upper"	"Z0734"
"454"	266443.79	4040489.09	750.039978027344	"upper"	"Z0732"
"455"	266449.84	4040487.45	747.690002441406	"upper"	"Z0735"
"456"	266449.71	4040488.3	750.182006835938	"upper"	"Z0736"
"457"	266449.86	4040488.28	750.182006835938	"upper"	"Z0737"
"458"	266452.49	4040487.56	750.182006835938	"upper"	"Z0738"
"459"	266455.08	4040487.69	750.182006835938	"upper"	"Z0739"
"460"	266457.07	4040485.65	748.344970703125	"upper"	"Z0740"
"461"	266459.14	4040483.76	748.549987792969	"upper"	"Z0741"
"462"	266461.42	4040483.61	748.549987792969	"upper"	"Z0742"
"463"	266465.07	4040481.23	747.885009765625	"upper"	"Z0743"
"464"	266469.19	4040480.52	750.025024414062	"upper"	"Z0746"
"465"	266469.83	4040482.52	750.780029296875	"upper"	"Z0748"
"466"	266470.32	4040483.21	750.780029296875	"upper"	"Z0747"
"467"	266467.22	4040485	749.231994628906	"upper"	"Z0744"
"468"	266469.35	4040485.88	750.780029296875	"upper"	"Z0745"
"469"	266471.05	4040485.73	750.780029296875	"upper"	"Z0751"
"470"	266474.09	4040487.92	753.549987792969	"upper"	"Z0749"
"471"	266481.08	4040490.62	755.143005371094	"upper"	"Z0750"
"472"	266491.08	4040490.37	757.744995117188	"upper"	"Z0752"
"473"	266492.76	4040490.31	758.656982421875	"upper"	"Z0753"
"474"	266492.56	4040492.26	758.656982421875	"upper"	"Z0754"
"475"	266496.38	4040491.72	758.656982421875	"upper"	"Z0755"
"476"	266495.71	4040487.54	758.656982421875	"upper"	"Z0756"
"477"	266498.66	4040489.65	759.309997558594	"upper"	"Z0757"
"478"	266498.96	4040489.64	759.309997558594	"upper"	"Z0758"
"479"	266503.43	4040493.01	761.284973144531	"upper"	"Z0759"
"480"	266533.17	4040500.41	765.344970703125	"upper"	"Z0760"
"481"	266538.22	4040499.22	766.682006835938	"upper"	"Z0761"
"482"	266539.17	4040500.75	766.682006835938	"upper"	"Z0763"
"483"	266539.36	4040500.73	766.682006835938	"upper"	"Z0762"
"484"	266540.76	4040505.67	767.93798828125	"upper"	"Z0764"
"485"	266543.4	4040506.4	768.97802734375	"upper"	"Z0768"
"486"	266546.99	4040503.11	768.97802734375	"upper"	"Z0767"
"487"	266543.98	4040504.49	768.97802734375	"upper"	"Z0765"
"488"	266544.71	4040507.71	770.622009277344	"upper"	"Z0769"
"489"	266544.73	4040509.38	770.622009277344	"upper"	"Z0771"
"490"	266553.24	4040506.06	770.986999511719	"upper"	"Z0772"
"491"	266560.5	4040507.46	771.109985351562	"upper"	"Z0774"
"492"	266553.11	4040511.1	772.840026855469	"upper"	"Z0775"
"493"	266560.02	4040512.61	775.372009277344	"upper"	"Z0776"
"494"	266559.91	4040512.7	775.372009277344	"upper"	"Z0777"
"495"	266560.33	4040520.29	776.932006835938	"upper"	"Z0781"
"496"	266560.99	4040520.54	776.932006835938	"upper"	"Z0779"
"497"	266561.81	4040522.83	778.762023925781	"upper"	"Z0780"
"498"	266563.84	4040524.68	779.3330078125	"upper"	"Z0782"
