mother	father	SpDist
Z0344	Z0353	19.5626200
Z0344	Z0352	23.0976471
Z0344	Z0351	24.0729412
Z0344	Z0354	24.4616475
Z0344	Z0355	23.7273534
Z0344	Z0360	31.3180906
Z0344	Z0361	41.6243607
Z0344	Z0362	41.5755036
Z0344	Z0364	44.5052851
Z0344	Z0365	45.7576267
Z0344	Z0366	67.9872201
Z0344	Z0367	70.2614660
Z0344	Z0368	76.5666272
Z0344	Z0369	129.5985339
Z0344	Z0370	194.5804782
Z0344	Z0371	196.8327526
Z0344	Z0372	196.7268342
Z0344	Z0373	192.4943991
Z0344	Z0374	191.1689569
Z0344	Z0375	196.7838449
Z0344	Z0376	189.7258786
Z0344	Z0377	197.5132970
Z0344	Z0378	213.1894484
Z0344	Z0379	216.5612775
Z0344	Z0380	213.3723030
Z0344	Z0381	215.1282524
Z0344	Z0382	209.8749544
Z0344	Z0383	300.7507874
Z0344	Z0384	369.0122986
Z0344	Z0385	388.4764438
Z0344	Z0386	424.3437145
Z0344	Z0387	427.4195740
Z0344	Z0388	445.0127931
Z0344	Z0389	455.8377120
Z0344	Z0390	496.4966626
Z0344	Z0391	496.9022846
Z0344	Z0392	512.6631054
Z0344	Z0393	519.8291678
Z0344	Z0863	519.4403614
Z0344	Z0394	528.8837438
Z0344	Z0395	542.3653817
Z0344	Z0396	543.5194543
Z0344	Z0398	549.5305965
Z0344	Z0397	548.5932397
Z0344	Z0399	555.3373995
Z0344	Z0400	553.4494720
Z0344	Z0701	556.6923575
Z0344	Z0702	559.1666153
Z0344	Z0703	613.5471129
Z0344	Z0704	612.2569501
Z0344	Z0705	617.1316479
Z0344	Z0706	622.9923888
Z0344	Z0707	626.2672634
Z0344	Z0709	621.1239945
Z0344	Z0708	622.9257272
Z0344	Z0710	629.7772524
Z0344	Z0711	637.8492995
Z0344	Z0713	647.3354829
Z0344	Z0712	647.6415605
Z0344	Z0715	648.8115346
Z0344	Z0714	652.7652580
Z0344	Z0717	653.3485142
Z0344	Z0716	653.9546199
Z0344	Z0718	653.2678719
Z0344	Z0719	657.5958900
Z0344	Z0720	656.3347458
Z0344	Z0721	657.9261756
Z0344	Z0722	659.3722846
Z0344	Z0731	725.0712258
Z0344	Z0730	726.4289700
Z0344	Z0723	725.1284654
Z0344	Z0725	726.2891504
Z0344	Z0724	726.5773796
Z0344	Z0727	727.7623522
Z0344	Z0726	728.3418528
Z0344	Z0728	729.6214122
Z0344	Z0729	729.7898874
Z0344	Z0733	732.1723019
Z0344	Z0734	736.2171312
Z0344	Z0732	731.1312728
Z0344	Z0735	737.3223361
Z0344	Z0736	736.8565020
Z0344	Z0737	737.0016110
Z0344	Z0738	739.6966590
Z0344	Z0739	742.0099121
Z0344	Z0740	744.6574839
Z0344	Z0741	747.3182975
Z0344	Z0742	749.4612097
Z0344	Z0743	753.7644858
Z0344	Z0746	757.8161100
Z0344	Z0748	757.5896433
Z0344	Z0747	757.7591576
Z0344	Z0744	754.2005750
Z0344	Z0745	755.7971731
Z0344	Z0751	757.4148707
Z0344	Z0749	759.3308334
Z0344	Z0750	764.6958534
Z0344	Z0752	774.0097969
Z0344	Z0753	775.5831538
Z0344	Z0754	774.6496866
Z0344	Z0755	778.3858505
Z0344	Z0756	779.3735431
Z0344	Z0757	781.2841829
Z0344	Z0758	781.5651375
Z0344	Z0759	784.4187517
Z0344	Z0760	809.3715033
Z0344	Z0761	814.5142397
Z0344	Z0763	814.8598360
Z0344	Z0762	815.0446320
Z0344	Z0764	814.6234662
Z0344	Z0768	816.8464640
Z0344	Z0767	821.3549006
Z0344	Z0765	818.0528429
Z0344	Z0769	817.6242389
Z0344	Z0771	817.0701439
Z0344	Z0772	826.2024872
Z0344	Z0774	832.5530745
Z0344	Z0775	824.3681268
Z0344	Z0776	830.3734370
Z0344	Z0777	830.2397584
Z0344	Z0781	828.1427046
Z0344	Z0779	828.6860398
Z0344	Z0780	828.7237390
Z0344	Z0782	830.0556966
Z0349	Z0557	612.1440919
Z0349	Z0558	578.8947328
Z0349	Z0559	574.6590712
Z0349	Z0356	404.1495495
Z0349	Z0357	403.3164004
Z0349	Z0358	401.1041304
Z0349	Z0560	376.7261631
Z0349	Z0561	358.5878528
Z0349	Z0562	350.7535343
Z0349	Z0562mother	349.6903342
Z0349	Z0565	333.2257056
Z0349	Z0563	330.0264438
Z0349	Z0564	327.6393728
Z0349	Z0569	323.7251842
Z0349	Z0568	320.5880924
Z0349	Z0567	324.3960303
Z0349	Z0566	322.0748176
Z0349	Z0570	314.7863169
Z0349	Z0571	309.1655252
Z0349	Z0572	309.0283095
Z0349	Z0573	306.5677206
Z0349	Z0574	301.3762260
Z0349	Z0575	299.9235031
Z0349	Z0577	297.5750233
Z0349	Z0576	296.3308430
Z0349	Z0578	291.2339245
Z0349	Z0579	270.8668398
Z0349	Z0580	257.5613111
Z0349	Z0581	254.9121074
Z0349	Z0582	251.9814305
Z0349	Z0583	239.4077770
Z0349	Z0585	210.9617987
Z0349	Z0586	210.2625568
Z0349	Z0587	204.0303519
Z0349	Z0588	174.1558107
Z0349	Z0591	171.5976515
Z0349	Z0589	170.4969105
Z0349	Z0590	168.3544419
Z0349	Z0592	167.8586087
Z0349	Z0784	163.8384830
Z0349	Z0594	162.0236517
Z0349	Z0595	161.0153201
Z0349	Z0596	159.7577657
Z0349	Z0783	159.1672294
Z0349	Z0597	156.6379153
Z0349	Z0598	160.4832209
Z0349	Z0599	155.2630317
Z0349	Z0600	154.2083065
Z0349	Z0301	153.3880439
Z0349	Z0862	154.1874710
Z0349	Z0861	150.6201278
Z0349	Z0302	145.3612782
Z0349	Z0303	138.6791066
Z0349	Z0307	136.5272346
Z0349	Z0306	135.1712754
Z0349	Z0305	133.9401964
Z0349	Z0304	133.1370129
Z0349	Z0311	130.8360142
Z0349	Z0308	127.6171407
Z0349	Z0310	127.4737840
Z0349	Z0309	126.8060582
Z0349	Z0313	120.6191448
Z0349	Z0317	119.7553610
Z0349	Z0312	120.3862505
Z0349	Z0318	114.8980109
Z0349	Z0316	115.6541551
Z0349	Z0314	115.5752867
Z0349	Z0315	114.5504256
Z0349	Z0319	105.3531101
Z0349	Z0320	104.0604656
Z0349	Z0321	102.2088416
Z0349	Z0324	95.2587823
Z0349	Z0322	95.1446940
Z0349	Z0323	94.9502359
Z0349	Z0325	98.9567587
Z0349	Z0326	84.2039245
Z0349	Z0327	81.5490478
Z0349	Z0328	80.5750414
Z0349	Z0329	68.7691450
Z0349	Z0330	68.1035777
Z0349	Z0331	67.5141000
Z0349	Z0332	62.8894967
Z0349	Z0333	62.2782530
Z0349	Z0785	61.2812043
Z0349	Z0334	57.9775068
Z0349	Z0335	55.2657371
Z0349	Z0336	52.1590232
Z0349	Z0338	44.0404235
Z0349	Z0337	43.7766296
Z0349	Z0339	39.1196754
Z0349	Z0340	36.7010763
Z0349	Z0343	27.1246327
Z0349	Z0341	23.8719626
Z0349	Z0342	19.3489044
Z0349	Z0344	18.8461375
Z0349	Z0349	0.0000000
Z0349	Z0359	8.6337999
Z0349	Z0348	6.2527594
Z0349	Z0347	8.5445304
Z0349	Z0346	11.7100512
Z0349	Z0345	11.6078336
Z0349	Z0350	14.7750364
Z0349	Z0353	15.6573816
Z0349	Z0352	11.9988083
Z0349	Z0351	13.8825502
Z0349	Z0354	14.8875283
Z0349	Z0355	15.6938842
Z0349	Z0360	23.9190907
Z0349	Z0361	33.3589763
Z0349	Z0362	34.4830857
Z0349	Z0364	37.8234385
Z0349	Z0365	36.2003108
Z0349	Z0366	68.0453555
Z0349	Z0367	71.0526291
Z0349	Z0368	76.1608988
Z0349	Z0369	129.4355581
Z0349	Z0370	193.1383918
Z0349	Z0371	194.9057541
Z0349	Z0372	193.1240234
Z0349	Z0373	189.0559922
Z0349	Z0374	187.2711884
Z0349	Z0375	192.6318107
Z0349	Z0376	185.4033821
Z0349	Z0377	192.5714579
Z0349	Z0378	211.0734701
Z0349	Z0379	214.5512587
Z0349	Z0380	211.7753196
Z0349	Z0381	213.1010054
Z0349	Z0382	209.5009480
Z0349	Z0383	300.9623687
Z0349	Z0384	369.6015243
Z0349	Z0385	389.2769930
Z0349	Z0386	423.7402106
Z0349	Z0387	426.9448706
Z0349	Z0388	445.0487350
Z0349	Z0389	455.1958756
Z0349	Z0390	495.4984134
Z0349	Z0391	496.2170917
Z0349	Z0392	512.0170436
Z0349	Z0393	519.1622675
Z0349	Z0863	518.1490069
Z0349	Z0394	527.8514730
Z0349	Z0395	540.8803522
Z0349	Z0396	542.1133255
Z0349	Z0398	548.2023760
Z0349	Z0397	547.0903601
Z0349	Z0399	553.7114731
Z0349	Z0400	551.7282900
Z0349	Z0701	555.0422775
Z0349	Z0702	557.4875471
Z0349	Z0703	612.0341888
Z0349	Z0704	610.4521076
Z0349	Z0705	615.3562749
Z0349	Z0706	620.9918885
Z0349	Z0707	624.1143178
Z0349	Z0709	618.7598424
Z0349	Z0708	620.5124325
Z0349	Z0710	627.5185226
Z0349	Z0711	635.4734940
Z0349	Z0713	645.1410020
Z0349	Z0712	645.4551214
Z0349	Z0715	646.7051539
Z0349	Z0714	650.4496525
Z0349	Z0717	650.9650087
Z0349	Z0716	651.5611445
Z0349	Z0718	650.7542166
Z0349	Z0719	655.0553198
Z0349	Z0720	653.6876086
Z0349	Z0721	655.0266807
Z0349	Z0722	656.3659225
Z0349	Z0731	723.6378305
Z0349	Z0730	724.8893991
Z0349	Z0723	723.4852590
Z0349	Z0725	724.6395530
Z0349	Z0724	724.9259264
Z0349	Z0727	726.1236066
Z0349	Z0726	726.7355322
Z0349	Z0728	728.0012182
Z0349	Z0729	728.1667558
Z0349	Z0733	730.4194439
Z0349	Z0734	734.4136407
Z0349	Z0732	729.2324579
Z0349	Z0735	735.3964101
Z0349	Z0736	734.9123220
Z0349	Z0737	735.0562904
Z0349	Z0738	737.7399250
Z0349	Z0739	740.0227456
Z0349	Z0740	742.6960962
Z0349	Z0741	745.3782453
Z0349	Z0742	747.5005972
Z0349	Z0743	751.8196266
Z0349	Z0746	755.8444021
Z0349	Z0748	755.5663075
Z0349	Z0747	755.7152406
Z0349	Z0744	752.1481246
Z0349	Z0745	753.7029421
Z0349	Z0751	755.3066679
Z0349	Z0749	757.1424464
Z0349	Z0750	762.3772101
Z0349	Z0752	771.5995905
Z0349	Z0753	773.1581843
Z0349	Z0754	772.1833710
Z0349	Z0755	775.8952742
Z0349	Z0756	776.9815958
Z0349	Z0757	778.8177412
Z0349	Z0758	779.0960850
Z0349	Z0759	781.8338336
Z0349	Z0760	806.3628484
Z0349	Z0761	811.4884796
Z0349	Z0763	811.7935632
Z0349	Z0762	811.9772026
Z0349	Z0764	811.4392135
Z0349	Z0768	813.6251305
Z0349	Z0767	818.1742067
Z0349	Z0765	814.8673966
Z0349	Z0769	814.3644322
Z0349	Z0771	813.7746367
Z0349	Z0772	822.9093234
Z0349	Z0774	829.1734673
Z0349	Z0775	820.9696834
Z0349	Z0776	826.8896219
Z0349	Z0777	826.7548978
Z0349	Z0781	824.4949597
Z0349	Z0779	825.0280845
Z0349	Z0780	825.0114145
Z0349	Z0782	826.2894288
Z0359	Z0557	620.6986783
Z0359	Z0558	587.4230069
Z0359	Z0559	583.1915138
Z0359	Z0356	412.6769706
Z0359	Z0357	411.8431980
Z0359	Z0358	409.6312162
Z0359	Z0560	385.2606459
Z0359	Z0561	367.1234344
Z0359	Z0562	359.2954412
Z0359	Z0562mother	358.2302334
Z0359	Z0565	341.7755173
Z0359	Z0563	338.5596368
Z0359	Z0564	336.1749600
Z0359	Z0569	332.2493597
Z0359	Z0568	329.1019637
Z0359	Z0567	332.8892191
Z0359	Z0566	330.5691943
Z0359	Z0570	323.2510829
Z0359	Z0571	317.6390085
Z0359	Z0572	317.4998564
Z0359	Z0573	315.0137727
Z0359	Z0574	309.8119296
Z0359	Z0575	308.3750664
Z0359	Z0577	306.0228410
Z0359	Z0576	304.7950564
Z0359	Z0578	299.6739824
Z0359	Z0579	279.2893646
Z0359	Z0580	266.0023573
Z0359	Z0581	263.3457366
Z0359	Z0582	260.4243787
Z0359	Z0583	247.8589635
Z0359	Z0585	219.4220704
Z0359	Z0586	218.6981017
Z0359	Z0587	212.4577935
Z0359	Z0588	182.5553683
Z0359	Z0591	180.0592805
Z0359	Z0589	178.9454649
Z0359	Z0590	176.8412718
Z0359	Z0592	176.3116797
Z0359	Z0784	172.2837665
Z0359	Z0594	170.4775938
Z0359	Z0595	169.4702316
Z0359	Z0596	168.2202009
Z0359	Z0783	167.6681592
Z0359	Z0597	165.0953627
Z0359	Z0598	168.8591748
Z0359	Z0599	163.6925255
Z0359	Z0600	162.6389956
Z0359	Z0301	161.8255891
Z0359	Z0862	162.5522824
Z0359	Z0861	158.9749571
Z0359	Z0302	153.8487312
Z0359	Z0303	147.1201227
Z0359	Z0307	144.9501311
Z0359	Z0306	143.5955556
Z0359	Z0305	142.3859140
Z0359	Z0304	141.5611278
Z0359	Z0311	139.2784237
Z0359	Z0308	136.0614012
Z0359	Z0310	135.8974808
Z0359	Z0309	135.2307513
Z0359	Z0313	129.0079098
Z0359	Z0317	128.1749820
Z0359	Z0312	128.8499880
Z0359	Z0318	123.2805135
Z0359	Z0316	124.0628200
Z0359	Z0314	124.0306680
Z0359	Z0315	123.0284947
Z0359	Z0319	113.8003062
Z0359	Z0320	112.5768049
Z0359	Z0321	110.7165037
Z0359	Z0324	103.6345256
Z0359	Z0322	103.4466727
Z0359	Z0323	103.2372045
Z0359	Z0325	107.1775769
Z0359	Z0326	92.4855113
Z0359	Z0327	89.8842617
Z0359	Z0328	88.9630620
Z0359	Z0329	77.0937222
Z0359	Z0330	76.3237643
Z0359	Z0331	75.7511043
Z0359	Z0332	71.0517818
Z0359	Z0333	70.3968643
Z0359	Z0785	69.6905539
Z0359	Z0334	66.1713427
Z0359	Z0335	63.2666231
Z0359	Z0336	60.1195226
Z0359	Z0338	52.0833275
Z0359	Z0337	51.7733387
Z0359	Z0339	46.7865248
Z0359	Z0340	44.3099142
Z0359	Z0343	35.3065915
Z0359	Z0341	31.3594276
Z0359	Z0342	27.6309971
Z0359	Z0344	26.6539491
Z0359	Z0349	8.6337999
Z0359	Z0359	0.0000000
Z0359	Z0348	9.2872224
Z0359	Z0347	9.6051288
Z0359	Z0346	13.3531494
Z0359	Z0345	15.2851726
Z0359	Z0350	17.0118371
Z0359	Z0353	16.6902636
Z0359	Z0352	10.0212824
Z0359	Z0351	11.5641385
Z0359	Z0354	12.5582164
Z0359	Z0355	14.1154844
Z0359	Z0360	20.4190744
Z0359	Z0361	28.2475415
Z0359	Z0362	29.8768556
Z0359	Z0364	33.1786226
Z0359	Z0365	30.2583046
Z0359	Z0366	65.2669388
Z0359	Z0367	68.5301933
Z0359	Z0368	73.0005000
Z0359	Z0369	125.7912119
Z0359	Z0370	188.7058412
Z0359	Z0371	190.2755173
Z0359	Z0372	187.8492366
Z0359	Z0373	183.8534441
Z0359	Z0374	181.8991635
Z0359	Z0375	187.1519196
Z0359	Z0376	179.8770891
Z0359	Z0377	186.8010345
Z0359	Z0378	206.3313260
Z0359	Z0379	209.8433971
Z0359	Z0380	207.2364507
Z0359	Z0381	208.3893942
Z0359	Z0382	205.4605862
Z0359	Z0383	297.0132814
Z0359	Z0384	365.7440757
Z0359	Z0385	385.4926292
Z0359	Z0386	419.3650155
Z0359	Z0387	422.6192220
Z0359	Z0388	440.9186376
Z0359	Z0389	450.7894410
Z0359	Z0390	490.9341563
Z0359	Z0391	491.7757231
Z0359	Z0392	507.5850685
Z0359	Z0393	514.7194309
Z0359	Z0863	513.4620570
Z0359	Z0394	523.2620094
Z0359	Z0395	536.1108595
Z0359	Z0396	537.3738760
Z0359	Z0398	543.4911132
Z0359	Z0397	542.3120213
Z0359	Z0399	548.8838056
Z0359	Z0400	546.8647461
Z0359	Z0701	550.2049470
Z0359	Z0702	552.6383781
Z0359	Z0703	607.2338150
Z0359	Z0704	605.5405156
Z0359	Z0705	610.4546998
Z0359	Z0706	616.0035095
Z0359	Z0707	619.0676915
Z0359	Z0709	613.6352302
Z0359	Z0708	615.3690517
Z0359	Z0710	622.4313672
Z0359	Z0711	630.3407264
Z0359	Z0713	640.0740410
Z0359	Z0712	640.3911134
Z0359	Z0715	641.6709911
Z0359	Z0714	645.3361488
Z0359	Z0717	645.8260215
Z0359	Z0716	646.4183108
Z0359	Z0718	645.5667901
Z0359	Z0719	649.8569997
Z0359	Z0720	648.4500617
Z0359	Z0721	649.6958477
Z0359	Z0722	650.9956658
Z0359	Z0731	718.8444119
Z0359	Z0730	720.0550730
Z0359	Z0723	718.6115981
Z0359	Z0725	719.7632512
Z0359	Z0724	720.0488667
Z0359	Z0727	721.2511816
Z0359	Z0726	721.8753719
Z0359	Z0728	723.1355410
Z0359	Z0729	723.2999287
Z0359	Z0733	725.5028307
Z0359	Z0734	729.4771193
Z0359	Z0732	724.2607134
Z0359	Z0735	730.4133658
Z0359	Z0736	729.9224633
Z0359	Z0737	730.0659767
Z0359	Z0738	732.7448509
Z0359	Z0739	735.0158083
Z0359	Z0740	737.6984415
Z0359	Z0741	740.3882036
Z0359	Z0742	742.5024469
Z0359	Z0743	746.8267222
Z0359	Z0746	750.8407217
Z0359	Z0748	750.5432148
Z0359	Z0747	750.6843769
Z0359	Z0744	747.1146188
Z0359	Z0745	748.6534796
Z0359	Z0751	750.2517024
Z0359	Z0749	752.0571184
Z0359	Z0750	757.2423844
Z0359	Z0752	766.4292735
Z0359	Z0753	767.9821483
Z0359	Z0754	766.9921262
Z0359	Z0755	770.6944821
Z0359	Z0756	771.8172712
Z0359	Z0757	773.6254730
Z0359	Z0758	773.9028076
Z0359	Z0759	776.5972553
Z0359	Z0760	800.9674227
Z0359	Z0761	806.0861554
Z0359	Z0763	806.3764646
Z0359	Z0762	806.5596599
Z0359	Z0764	805.9793651
Z0359	Z0768	808.1515870
Z0359	Z0767	812.7147870
Z0359	Z0765	809.4066768
Z0359	Z0769	808.8768946
Z0359	Z0771	808.2742921
Z0359	Z0772	817.4086762
Z0359	Z0774	823.6409298
Z0359	Z0775	815.4313843
Z0359	Z0776	821.3199716
Z0359	Z0777	821.1848894
Z0359	Z0781	818.8670521
Z0359	Z0779	819.3964770
Z0359	Z0780	819.3604722
Z0359	Z0782	820.6191850
Z0348	Z0557	614.5656269
Z0348	Z0558	581.4389327
Z0348	Z0559	577.1855519
Z0348	Z0356	406.7123241
Z0348	Z0357	405.8819240
Z0348	Z0358	403.6687043
Z0348	Z0560	379.2619488
Z0348	Z0561	361.1214472
Z0348	Z0562	353.2597934
Z0348	Z0562mother	352.2059449
Z0348	Z0565	335.6977148
Z0348	Z0563	332.5753692
Z0348	Z0564	330.1781749
Z0348	Z0569	326.3139079
Z0348	Z0568	323.2195322
Z0348	Z0567	327.1057561
Z0348	Z0566	324.7806270
Z0348	Z0570	317.5968673
Z0348	Z0571	311.9479255
Z0348	Z0572	311.8173236
Z0348	Z0573	309.4402341
Z0348	Z0574	304.2817776
Z0348	Z0575	302.7800854
Z0348	Z0577	300.4439843
Z0348	Z0576	299.1472027
Z0348	Z0578	294.1284961
Z0348	Z0579	273.8192574
Z0348	Z0580	260.4618698
Z0348	Z0581	257.8361233
Z0348	Z0582	254.8778305
Z0348	Z0583	242.2824824
Z0348	Z0585	213.8184569
Z0348	Z0586	213.1974582
Z0348	Z0587	206.9925131
Z0348	Z0588	177.2147200
Z0348	Z0591	174.4714447
Z0348	Z0589	173.4135718
Z0348	Z0590	171.1439888
Z0348	Z0592	170.7627328
Z0348	Z0784	166.7701403
Z0348	Z0594	164.9292227
Z0348	Z0595	163.9185374
Z0348	Z0596	162.6374327
Z0348	Z0783	161.9115626
Z0348	Z0597	159.5363573
Z0348	Z0598	163.6154834
Z0348	Z0599	158.2496458
Z0348	Z0600	157.1922085
Z0348	Z0301	156.3518526
Z0348	Z0862	157.3536717
Z0348	Z0861	153.8146823
Z0348	Z0302	148.1670361
Z0348	Z0303	141.6458471
Z0348	Z0307	139.5508223
Z0348	Z0306	138.1922288
Z0348	Z0305	136.8973046
Z0348	Z0304	136.1606713
Z0348	Z0311	133.8069086
Z0348	Z0308	130.5860421
Z0348	Z0310	130.5052099
Z0348	Z0309	129.8353519
Z0348	Z0313	123.7578090
Z0348	Z0317	122.8086092
Z0348	Z0312	123.3016906
Z0348	Z0318	118.0615285
Z0348	Z0316	118.7446748
Z0348	Z0314	118.5247826
Z0348	Z0315	117.4254019
Z0348	Z0319	108.3449639
Z0348	Z0320	106.8088503
Z0348	Z0321	104.9951223
Z0348	Z0324	98.4748668
Z0348	Z0322	98.5406850
Z0348	Z0323	98.3802465
Z0348	Z0325	102.5172595
Z0348	Z0326	87.6713710
Z0348	Z0327	84.9007008
Z0348	Z0328	83.7949217
Z0348	Z0329	72.1889084
Z0348	Z0330	71.7512962
Z0348	Z0331	71.1304105
Z0348	Z0332	66.6695748
Z0348	Z0333	66.1386801
Z0348	Z0785	64.5149115
Z0348	Z0334	61.7230435
Z0348	Z0335	59.3517826
Z0348	Z0336	56.3230903
Z0348	Z0338	48.1405494
Z0348	Z0337	47.9494119
Z0348	Z0339	43.7545015
Z0348	Z0340	41.4227232
Z0348	Z0343	31.2150749
Z0348	Z0341	28.9054874
Z0348	Z0342	19.8078898
Z0348	Z0344	18.1800028
Z0348	Z0349	6.2527594
Z0348	Z0359	9.2872224
Z0348	Z0348	0.0000000
Z0348	Z0347	2.4742676
Z0348	Z0346	5.5121774
Z0348	Z0345	6.2400321
Z0348	Z0350	8.8349363
Z0348	Z0353	9.4604123
Z0348	Z0352	6.4894992
Z0348	Z0351	8.2358849
Z0348	Z0354	9.1416246
Z0348	Z0355	9.6643365
Z0348	Z0360	18.1263924
Z0348	Z0361	27.9829609
Z0348	Z0362	28.8749892
Z0348	Z0364	32.1888257
Z0348	Z0365	31.2117686
Z0348	Z0366	61.8523872
Z0348	Z0367	64.8332237
Z0348	Z0368	70.0081602
Z0348	Z0369	123.3267307
Z0348	Z0370	187.1778005
Z0348	Z0371	188.9978836
Z0348	Z0372	187.4284189
Z0348	Z0373	183.3348696
Z0348	Z0374	181.6152092
Z0348	Z0375	187.0174230
Z0348	Z0376	179.8110834
Z0348	Z0377	187.0846894
Z0348	Z0378	205.1939902
Z0348	Z0379	208.6609470
Z0348	Z0380	205.8383953
Z0348	Z0381	207.2121041
Z0348	Z0382	203.4466048
Z0348	Z0383	294.8797701
Z0348	Z0384	363.4981587
Z0348	Z0385	383.1602194
Z0348	Z0386	417.7411755
Z0348	Z0387	420.9340890
Z0348	Z0388	438.9944561
Z0348	Z0389	449.2029593
Z0348	Z0390	489.5435030
Z0348	Z0391	490.2311305
Z0348	Z0392	506.0282712
Z0348	Z0393	513.1759162
Z0348	Z0863	512.2262493
Z0348	Z0394	521.9020607
Z0348	Z0395	534.9801260
Z0348	Z0396	536.2044723
Z0348	Z0398	542.2853876
Z0348	Z0397	541.1924823
Z0348	Z0399	547.8278102
Z0348	Z0400	545.8554030
Z0348	Z0701	549.1614382
Z0348	Z0702	551.6101589
Z0348	Z0703	606.1408166
Z0348	Z0704	604.5920728
Z0348	Z0705	609.4930352
Z0348	Z0706	615.1556000
Z0348	Z0707	618.2967573
Z0348	Z0709	612.9684325
Z0348	Z0708	614.7273699
Z0348	Z0710	621.7142611
Z0348	Z0711	629.6843859
Z0348	Z0713	639.3295649
Z0348	Z0712	639.6427015
Z0348	Z0715	640.8829264
Z0348	Z0714	644.6536144
Z0348	Z0717	645.1776054
Z0348	Z0716	645.7750398
Z0348	Z0718	644.9835385
Z0348	Z0719	649.2883386
Z0348	Z0720	647.9345438
Z0348	Z0721	649.3075920
Z0348	Z0722	650.6616036
Z0348	Z0731	717.7399877
Z0348	Z0730	719.0034907
Z0348	Z0723	717.6111004
Z0348	Z0725	718.7661673
Z0348	Z0724	719.0527637
Z0348	Z0727	720.2490260
Z0348	Z0726	720.8572633
Z0348	Z0728	722.1245766
Z0348	Z0729	722.2904557
Z0348	Z0733	724.5582087
Z0348	Z0734	728.5584713
Z0348	Z0732	723.3883981
Z0348	Z0735	729.5558014
Z0348	Z0736	729.0738851
Z0348	Z0737	729.2179955
Z0348	Z0738	731.9030933
Z0348	Z0739	734.1896601
Z0348	Z0740	736.8599922
Z0348	Z0741	739.5396666
Z0348	Z0742	741.6645604
Z0348	Z0743	745.9818379
Z0348	Z0746	750.0099765
Z0348	Z0748	749.7381228
Z0348	Z0747	749.8895653
Z0348	Z0744	746.3233723
Z0348	Z0745	747.8833545
Z0348	Z0751	749.4888502
Z0348	Z0749	751.3346091
Z0348	Z0750	756.5859035
Z0348	Z0752	765.8202673
Z0348	Z0753	767.3808094
Z0348	Z0754	766.4112983
Z0348	Z0755	770.1264671
Z0348	Z0756	771.2001061
Z0348	Z0757	773.0459010
Z0348	Z0758	773.3245917
Z0348	Z0759	776.0775467
Z0348	Z0760	800.6646887
Z0348	Z0761	805.7928645
Z0348	Z0763	806.1036224
Z0348	Z0762	806.2874298
Z0348	Z0764	805.7659259
Z0348	Z0768	807.9572019
Z0348	Z0767	812.5006255
Z0348	Z0765	809.1943876
Z0348	Z0769	808.7020416
Z0348	Z0771	808.1173682
Z0348	Z0772	817.2520055
Z0348	Z0774	823.5288870
Z0348	Z0775	815.3275967
Z0348	Z0776	821.2602707
Z0348	Z0777	821.1256968
Z0348	Z0781	818.8900002
Z0348	Z0779	819.4246823
Z0348	Z0780	819.4162452
Z0348	Z0782	820.7025230
Z0347	Z0557	616.4390781
Z0347	Z0558	583.3469140
Z0347	Z0559	579.0887321
Z0347	Z0356	408.6296086
Z0347	Z0357	407.7999865
Z0347	Z0358	405.5865846
Z0347	Z0560	381.1728786
Z0347	Z0561	363.0325363
Z0347	Z0562	355.1637555
Z0347	Z0562mother	354.1125177
Z0347	Z0565	337.5931298
Z0347	Z0563	334.4919960
Z0347	Z0564	332.0921685
Z0347	Z0569	328.2416636
Z0347	Z0568	325.1589765
Z0347	Z0567	329.0659419
Z0347	Z0566	326.7398887
Z0347	Z0570	319.5841543
Z0347	Z0571	313.9281233
Z0347	Z0572	313.7992666
Z0347	Z0573	311.4440959
Z0347	Z0574	306.2944587
Z0347	Z0575	304.7801747
Z0347	Z0577	302.4474171
Z0347	Z0576	301.1370181
Z0347	Z0578	296.1389150
Z0347	Z0579	275.8457781
Z0347	Z0580	262.4760385
Z0347	Z0581	259.8565037
Z0347	Z0582	256.8913523
Z0347	Z0583	244.2914499
Z0347	Z0585	215.8255603
Z0347	Z0586	215.2246292
Z0347	Z0587	209.0272769
Z0347	Z0588	179.2775173
Z0347	Z0591	176.4882461
Z0347	Z0589	175.4414196
Z0347	Z0590	173.1397773
Z0347	Z0592	172.7878517
Z0347	Z0784	168.8028972
Z0347	Z0594	166.9557310
Z0347	Z0595	165.9446356
Z0347	Z0596	164.6578091
Z0347	Z0783	163.8974024
Z0347	Z0597	161.5620775
Z0347	Z0598	165.6983971
Z0347	Z0599	160.2977143
Z0347	Z0600	159.2398053
Z0347	Z0301	158.3946066
Z0347	Z0862	159.4458830
Z0347	Z0861	155.9143473
Z0347	Z0302	150.1716331
Z0347	Z0303	143.6925217
Z0347	Z0307	141.6120348
Z0347	Z0306	140.2531244
Z0347	Z0305	138.9427638
Z0347	Z0304	138.2227362
Z0347	Z0311	135.8565906
Z0347	Z0308	132.6361112
Z0347	Z0310	132.5706612
Z0347	Z0309	131.9004663
Z0347	Z0313	125.8510695
Z0347	Z0317	124.8815939
Z0347	Z0312	125.3406961
Z0347	Z0318	120.1624222
Z0347	Z0316	120.8279281
Z0347	Z0314	120.5737886
Z0347	Z0315	119.4563226
Z0347	Z0319	110.4080885
Z0347	Z0320	108.8122351
Z0347	Z0321	107.0088805
