mother	father	SpDist
S0056	S0094	560.9778480
S0056	S0093	556.5472639
S0056	S0129	589.8170958
S0056	S0128	593.3109600
S0056	S0127	592.6604399
S0056	S0096	583.6005572
S0056	S0097	585.7666127
S0056	S0098	588.9801372
S0056	S0099	590.5928631
S0056	S0100	594.8352999
S0056	S0101	595.2091153
S0056	S0126	656.0088278
S0056	S0102	652.4229785
S0056	S0103	653.8585759
S0056	S0105	664.8882705
S0056	S0104	677.8197398
S0056	S0125	694.5511323
S0056	S0106	695.0310314
S0056	S0107	699.2507817
S0056	S0124	703.6967134
S0056	S0123	705.3342459
S0056	S0876	722.3054135
S0056	S0108	718.5647239
S0056	S0109	753.0329805
S0056	S0110	759.0266704
S0056	S0122	768.5369948
S0056	S0111	779.0218170
S0056	S0869	779.7887686
S0056	S0119	782.7440213
S0056	S0112	785.7388041
S0056	S0113	791.4505520
S0056	S0114	801.2358982
S0056	S0871	805.7082986
S0056	S0121	789.0130758
S0056	S0870	789.1952177
S0056	S0120	791.6527171
S0056	S0875	797.6489349
S0056	S0116	802.3639763
S0056	S0115	808.6818166
S0056	S0872	819.0537829
S0056	S0873	821.7819662
S0056	S0874	820.9445426
S0056	S0118	816.4849939
S0056	S0117	818.2750587
S0056	S0155	228.6531714
S0056	S0154	232.5474560
S0056	S0153	269.2406537
S0056	S0152	269.3817997
S0056	S0151	285.2244046
S0056	S0150	292.5369666
S0056	S0156	535.6827668
S0056	S0157	564.3166841
S0055	S0038	842.3257900
S0055	S0039	819.9560209
S0055	S0040	784.1811863
S0055	S0041	714.0917017
S0055	S0042	654.0932712
S0055	S0043	616.6377076
S0055	S0044	595.2034631
S0055	S0842	591.6748638
S0055	S0843	524.6839049
S0055	S0045	497.5766917
S0055	S0046	487.7870095
S0055	S0844	488.8691437
S0055	S0846	484.4274345
S0055	S0848	493.2548344
S0055	S0847	489.4970616
S0055	S0047	443.1620599
S0055	S0048	364.2243288
S0055	S0049	194.6793476
S0055	S0050	171.7473784
S0055	S0051	172.6391022
S0055	S0052	52.4765710
S0055	S0849	24.8713590
S0055	S0054	14.2165678
S0055	S0056	5.6043733
S0055	S0055	0.0000000
S0055	S0053	21.5141000
S0055	S0060	31.2121547
S0055	S0059	31.2992284
S0055	S0058	34.2881116
S0055	S0057	34.3765501
S0055	S0062	46.3033757
S0055	S0061	44.2341791
S0055	S0063	59.5764517
S0055	S0064	68.5590971
S0055	S0066	100.4694750
S0055	S0065	100.8180351
S0055	S0857	104.7494119
S0055	S0858	112.3452260
S0055	S0856	112.0464770
S0055	S0067	139.7999607
S0055	S0859	152.4423544
S0055	S0068	156.9398754
S0055	S0069	162.3217792
S0055	S0070	163.9856975
S0055	S0860	188.1510611
S0055	S0071	190.8966655
S0055	S0072	195.1072551
S0055	S0073	200.5979653
S0055	S0074	244.6554675
S0055	S0075	260.9291523
S0055	S0077	260.9410096
S0055	S000A	268.6223261
S0055	S000B	269.5372538
S0055	S0079	274.4292107
S0055	S0076	276.8527871
S0055	S0078	283.2585436
S0055	S0865	295.7985133
S0055	S0081	306.6869743
S0055	S0082	307.5872119
S0055	S0083	308.0157179
S0055	S0084	315.5784088
S0055	S0864	332.1462842
S0055	S0085	344.6972379
S0055	S0148	74.1571952
S0055	S0147	125.2716249
S0055	S0146	138.3582470
S0055	S0145	144.9424506
S0055	S0144	151.7093329
S0055	S0143	181.7518363
S0055	S0149	201.3203728
S0055	S0141	236.5706966
S0055	S0142	241.2764265
S0055	S0140	262.9934511
S0055	S0139	275.1779206
S0055	S0137	325.9517886
S0055	S0136	326.6329630
S0055	S0138	332.9028364
S0055	S0135	353.3424549
S0055	S0087	417.4118410
S0055	S0088	427.2861723
S0055	S0133	472.2706560
S0055	S0089	474.7775035
S0055	S0090	486.1642620
S0055	S0132	518.8481092
S0055	S0131	531.4466660
S0055	S0130	534.6898014
S0055	S0091	529.4246003
S0055	S0092	560.8131377
S0055	S0867	566.6408219
S0055	S0866	567.1972303
S0055	S0868	581.5605342
S0055	S0095	578.3965305
S0055	S0094	564.8464614
S0055	S0093	560.3739856
S0055	S0129	593.9014151
S0055	S0128	597.3966271
S0055	S0127	596.7319224
S0055	S0096	587.5109110
S0055	S0097	589.6659608
S0055	S0098	592.8507612
S0055	S0099	594.4750816
S0055	S0100	598.6378079
S0055	S0101	599.0054956
S0055	S0126	659.5020559
S0055	S0102	655.8770587
S0055	S0103	657.2713310
S0055	S0105	668.1799829
S0055	S0104	681.1936510
S0055	S0125	697.9508673
S0055	S0106	698.3738497
S0055	S0107	702.5749546
S0055	S0124	707.0827908
S0055	S0123	708.7227924
S0055	S0876	725.6394230
S0055	S0108	721.5234253
S0055	S0109	756.1318320
S0055	S0110	762.1285394
S0055	S0122	771.6119637
S0055	S0111	782.1301887
S0055	S0869	782.8955661
S0055	S0119	785.8302464
S0055	S0112	788.8436565
S0055	S0113	794.6189935
S0055	S0114	804.3926432
S0055	S0871	808.8519475
S0055	S0121	792.0432524
S0055	S0870	792.2295441
S0055	S0120	794.6954778
S0055	S0875	800.6936475
S0055	S0116	805.4140814
S0055	S0115	811.7539815
S0055	S0872	822.1455918
S0055	S0873	824.8728441
S0055	S0874	824.0278574
S0055	S0118	819.4948838
S0055	S0117	821.2638882
S0055	S0155	234.2551844
S0055	S0154	238.1487915
S0055	S0153	274.8076276
S0055	S0152	274.9496278
S0055	S0151	290.7690389
S0055	S0150	298.0706336
S0055	S0156	541.0225526
S0055	S0157	569.8309772
S0053	S0038	845.0022680
S0053	S0039	822.3259977
S0053	S0040	785.3331156
S0053	S0041	714.6727426
S0053	S0042	654.1795121
S0053	S0043	616.0497296
S0053	S0044	595.0571040
S0053	S0842	591.6770758
S0053	S0843	525.0337187
S0053	S0045	498.4634689
S0053	S0046	488.4224124
S0053	S0844	489.9879672
S0053	S0846	485.7292079
S0053	S0848	494.9837218
S0053	S0847	491.2466804
S0053	S0047	441.8166101
S0053	S0048	361.1479038
S0053	S0049	189.3054085
S0053	S0050	166.7957269
S0053	S0051	166.8799368
S0053	S0052	53.2657657
S0053	S0849	31.5055868
S0053	S0054	26.0870638
S0053	S0056	26.9724396
S0053	S0055	21.5141000
S0053	S0053	0.0000000
S0053	S0060	50.5072005
S0053	S0059	50.6257247
S0053	S0058	54.1634092
S0053	S0057	54.5740057
S0053	S0062	65.3500551
S0053	S0061	65.7436423
S0053	S0063	79.7347283
S0053	S0064	86.3749368
S0053	S0066	119.0515422
S0053	S0065	119.4362880
S0053	S0857	123.7861422
S0053	S0858	131.1765821
S0053	S0856	130.9839536
S0053	S0067	158.1424690
S0053	S0859	170.7062029
S0053	S0068	175.1806839
S0053	S0069	180.5070805
S0053	S0070	182.2585518
S0053	S0860	206.4601020
S0053	S0071	208.5251774
S0053	S0072	210.5822322
S0053	S0073	216.0796099
S0053	S0074	259.8197831
S0053	S0075	275.5863034
S0053	S0077	275.1210097
S0053	S000A	283.1521118
S0053	S000B	284.0329666
S0053	S0079	288.8395032
S0053	S0076	290.5101213
S0053	S0078	298.0264367
S0053	S0865	309.4993331
S0053	S0081	320.9880155
S0053	S0082	321.9020031
S0053	S0083	322.1775799
S0053	S0084	329.9028978
S0053	S0864	345.9930202
S0053	S0085	357.6654913
S0053	S0148	94.9213848
S0053	S0147	146.5907859
S0053	S0146	159.7264912
S0053	S0145	166.3047759
S0053	S0144	173.1649924
S0053	S0143	203.2526224
S0053	S0149	222.8116734
S0053	S0141	258.0729839
S0053	S0142	262.7832348
S0053	S0140	284.4736265
S0053	S0139	296.6699872
S0053	S0137	347.4101970
S0053	S0136	348.0885548
S0053	S0138	354.3603257
S0053	S0135	374.6262961
S0053	S0087	438.4426217
S0053	S0088	448.2971368
S0053	S0133	492.9546156
S0053	S0089	495.3124405
S0053	S0090	506.3222718
S0053	S0132	539.2969428
S0053	S0131	551.7254985
S0053	S0130	554.7670733
S0053	S0091	548.3119401
S0053	S0092	579.7202775
S0053	S0867	585.5335878
S0053	S0866	586.0718308
S0053	S0868	600.6954902
S0053	S0095	597.2519792
S0053	S0094	583.3107478
S0053	S0093	578.7271900
S0053	S0129	612.9245769
S0053	S0128	616.4225814
S0053	S0127	615.7215186
S0053	S0096	606.0808831
S0053	S0097	608.2061887
S0053	S0098	611.3136302
S0053	S0099	612.9685591
S0053	S0100	616.9160449
S0053	S0101	617.2670527
S0053	S0126	676.9072511
S0053	S0102	673.1716753
S0053	S0103	674.4473284
S0053	S0105	685.0031881
S0053	S0104	698.2518995
S0053	S0125	715.0796102
S0053	S0106	715.3380390
S0053	S0107	719.4840319
S0053	S0124	724.1700967
S0053	S0123	725.8168543
S0053	S0876	742.5718409
S0053	S0108	737.3435977
S0053	S0109	772.3646025
S0053	S0110	778.3689632
S0053	S0122	787.7698515
S0053	S0111	798.3856617
S0053	S0869	799.1461769
S0053	S0119	802.0187432
S0053	S0112	805.0872063
S0053	S0113	811.0506801
S0053	S0114	820.7876565
S0053	S0871	825.2071334
S0053	S0121	808.0622113
S0053	S0870	808.2609512
S0053	S0120	810.7517265
S0053	S0875	816.7545022
S0053	S0116	821.4901661
S0053	S0115	827.8950042
S0053	S0872	838.3434277
S0053	S0873	841.0673650
S0053	S0874	840.1998849
S0053	S0118	835.4469683
S0053	S0117	837.1519738
S0053	S0155	255.2589025
S0053	S0154	259.1689291
S0053	S0153	296.1201346
S0053	S0152	296.2583881
S0053	S0151	312.1577622
S0053	S0150	319.4861895
S0053	S0156	562.5105155
S0053	S0157	591.2820347
S0060	S0038	857.2037567
S0060	S0039	835.2442778
S0060	S0040	801.0114519
S0060	S0041	731.6820501
S0060	S0042	672.3396894
S0060	S0043	635.7096213
S0060	S0044	613.8053321
S0060	S0842	610.1116279
S0060	S0843	542.8431564
S0060	S0045	515.1685477
S0060	S0046	505.6977065
S0060	S0844	506.2075880
S0060	S0846	501.5590957
S0060	S0848	509.8492974
S0060	S0847	506.0759355
S0060	S0047	463.4133473
S0060	S0048	386.5069217
S0060	S0049	219.9701184
S0060	S0050	196.9215971
S0060	S0051	198.4452695
S0060	S0052	77.3849837
S0060	S0849	50.6358065
S0060	S0054	40.6591318
S0060	S0056	27.8307168
S0060	S0055	31.2121547
S0060	S0053	50.5072005
S0060	S0060	0.0000000
S0060	S0059	0.1676305
S0060	S0058	4.3320203
S0060	S0057	5.7184788
S0060	S0062	15.0961982
S0060	S0061	24.5411736
S0060	S0063	29.3737876
S0060	S0064	37.5548772
S0060	S0066	69.2610424
S0060	S0065	69.6121397
S0060	S0857	73.6232606
S0060	S0858	81.1738677
S0060	S0856	80.8984969
S0060	S0067	108.5881025
S0060	S0859	121.2302025
S0060	S0068	125.7277650
S0060	S0069	131.1102048
S0060	S0070	132.7737097
S0060	S0860	156.9409787
S0060	S0071	159.7298798
S0060	S0072	164.7316606
S0060	S0073	170.2066982
S0060	S0074	214.3558462
S0060	S0075	230.8904877
S0060	S0077	231.1949595
S0060	S000A	238.6469000
S0060	S000B	239.5807860
S0060	S0079	244.5165771
S0060	S0076	247.4198183
S0060	S0078	253.1240133
S0060	S0865	266.3023141
S0060	S0081	276.7949169
S0060	S0082	277.6857585
S0060	S0083	278.2066299
S0060	S0084	285.6614634
S0060	S0864	302.5035565
S0060	S0085	315.6269646
S0060	S0148	59.7592252
S0060	S0147	98.0572741
S0060	S0146	111.3867986
S0060	S0145	117.8845172
S0060	S0144	125.4711620
S0060	S0143	156.1032767
S0060	S0149	175.3646364
S0060	S0141	210.7438438
S0060	S0142	215.5739210
S0060	S0140	236.6658135
S0060	S0139	249.0266897
S0060	S0137	299.2406177
S0060	S0136	299.8897466
S0060	S0138	306.1731322
S0060	S0135	325.4024355
S0060	S0087	388.5367200
S0060	S0088	398.3543352
S0060	S0133	442.6265976
S0060	S0089	444.8938646
S0060	S0090	455.8153260
S0060	S0132	488.8405787
S0060	S0131	501.2278342
S0060	S0130	504.2616707
S0060	S0091	498.3286707
S0060	S0092	529.7237960
S0060	S0867	535.5476546
S0060	S0866	536.0991163
S0060	S0868	550.5462259
S0060	S0095	547.2936573
S0060	S0094	533.6663636
S0060	S0093	529.1807541
S0060	S0129	562.8484173
S0060	S0128	566.3446499
S0060	S0127	565.6682584
S0060	S0096	556.3472103
S0060	S0097	558.4974776
S0060	S0098	561.6710471
S0060	S0099	563.2996549
S0060	S0100	567.4383100
S0060	S0101	567.8046781
S0060	S0126	628.3232643
S0060	S0102	624.7126595
S0060	S0103	626.1248116
S0060	S0105	637.1010534
S0060	S0104	650.0665041
S0060	S0125	666.8107565
S0060	S0106	667.2638622
S0060	S0107	671.4759240
S0060	S0124	675.9495014
S0060	S0123	677.5882650
S0060	S0876	694.5346701
S0060	S0108	690.7380853
S0060	S0109	725.2047623
S0060	S0110	731.1987133
S0060	S0122	740.7072245
S0060	S0111	751.1944771
S0060	S0869	751.9612822
S0060	S0119	754.9149137
S0060	S0112	757.9111485
S0060	S0113	763.6313913
S0060	S0114	773.4147843
S0060	S0871	777.8852029
S0060	S0121	761.1823862
S0060	S0870	761.3645044
S0060	S0120	763.8220251
S0060	S0875	769.8182623
S0060	S0116	774.5333822
S0060	S0115	780.8519428
S0060	S0872	791.2251023
S0060	S0873	793.9532208
S0060	S0874	793.1152883
S0060	S0118	788.6547253
S0060	S0117	790.4457905
S0060	S0155	214.1982950
S0060	S0154	217.9739345
S0060	S0153	252.5216189
S0060	S0152	252.6930984
S0060	S0151	267.7547598
S0060	S0150	274.7577842
S0060	S0156	514.5433286
S0060	S0157	545.7251059
S0059	S0038	857.1213577
S0059	S0039	835.1641231
S0059	S0040	800.9399311
S0059	S0041	731.6151760
S0059	S0042	672.2769769
S0059	S0043	635.6521704
S0059	S0044	613.7450730
S0059	S0842	610.0503773
S0059	S0843	542.7806321
S0059	S0045	515.1028466
S0059	S0046	505.6339669
S0059	S0844	506.1404746
S0059	S0846	501.4908217
S0059	S0848	509.7778912
S0059	S0847	506.0044713
S0059	S0047	463.3646480
S0059	S0048	386.4731385
S0059	S0049	219.9635799
S0059	S0050	196.9149433
S0059	S0051	198.4440478
S0059	S0052	77.3903418
S0059	S0849	50.6612317
S0059	S0054	40.7000455
S0059	S0056	27.8952057
S0059	S0055	31.2992284
S0059	S0053	50.6257247
S0059	S0060	0.1676305
S0059	S0059	0.0000000
S0059	S0058	4.1677932
S0059	S0057	5.5509369
S0059	S0062	15.0056689
S0059	S0061	24.3807403
S0059	S0063	29.2416569
S0059	S0064	37.4918298
S0059	S0066	69.1717898
S0059	S0065	69.5221066
S0059	S0857	73.5242885
S0059	S0858	81.0787722
S0059	S0856	80.8012952
S0059	S0067	108.5007433
S0059	S0859	121.1436111
S0059	S0068	125.6413722
S0059	S0069	131.0245141
S0059	S0070	132.6865212
S0059	S0860	156.8524954
S0059	S0071	159.6518061
S0059	S0072	164.6836461
S0059	S0073	170.1581952
S0059	S0074	214.3088409
S0059	S0075	230.8489069
S0059	S0077	231.1590318
S0059	S000A	238.6064961
S0059	S000B	239.5407458
S0059	S0079	244.4773351
S0059	S0076	247.3891659
S0059	S0078	253.0802011
S0059	S0865	266.2703596
S0059	S0081	276.7557351
S0059	S0082	277.6463888
S0059	S0083	278.1689979
S0059	S0084	285.6217254
S0059	S0864	302.4687124
S0059	S0085	315.6013487
S0059	S0148	59.5983901
S0059	S0147	97.9057777
S0059	S0146	111.2346457
S0059	S0145	117.7330493
S0059	S0144	125.3161578
S0059	S0143	155.9467451
S0059	S0149	175.2096259
S0059	S0141	210.5888283
S0059	S0142	215.4184878
S0059	S0140	236.5131324
S0059	S0139	248.8733704
S0059	S0137	299.0901821
S0059	S0136	299.7394689
S0059	S0138	306.0228286
S0059	S0135	325.2590114
S0059	S0087	388.4005439
S0059	S0088	398.2186838
S0059	S0133	442.4981530
S0059	S0089	444.7683097
S0059	S0090	455.6965597
S0059	S0132	488.7167467
S0059	S0131	501.1070677
S0059	S0130	504.1443547
S0059	S0091	498.2295400
S0059	S0092	529.6243496
S0059	S0867	535.4484055
S0059	S0866	536.0001228
S0059	S0868	550.4435048
S0059	S0095	547.1949212
S0059	S0094	533.5730444
S0059	S0093	529.0889441
S0059	S0129	562.7472941
S0059	S0128	566.2434844
S0059	S0127	565.5676109
S0059	S0096	556.2524144
S0059	S0097	558.4030838
S0059	S0098	561.5776973
S0059	S0099	563.2058882
S0059	S0100	567.3474242
S0059	S0101	567.7140132
S0059	S0126	628.2434269
S0059	S0102	624.6341986
S0059	S0103	626.0478017
S0059	S0105	637.0282726
S0059	S0104	649.9908535
S0059	S0125	666.7342029
S0059	S0106	667.1892950
S0059	S0107	671.4020055
S0059	S0124	675.8734246
S0059	S0123	677.5121020
S0059	S0876	694.4604059
S0059	S0108	690.6767587
S0059	S0109	725.1386107
S0059	S0110	731.1324548
S0059	S0122	740.6418828
S0059	S0111	751.1279848
S0059	S0869	751.8948435
S0059	S0119	754.8491783
S0059	S0112	757.8447734
S0059	S0113	763.5628313
S0059	S0114	773.3466220
S0059	S0871	777.8174882
S0059	S0121	761.1185638
S0059	S0870	761.3005401
S0059	S0120	763.7577713
S0059	S0875	769.7539382
S0059	S0116	774.4688710
S0059	S0115	780.7866743
S0059	S0872	791.1591569
S0059	S0873	793.8873059
S0059	S0874	793.0496324
S0059	S0118	788.5915774
S0059	S0117	790.3833586
S0059	S0155	214.0314923
S0059	S0154	217.8072363
S0059	S0153	252.3576369
S0059	S0152	252.5290686
S0059	S0151	267.5922064
S0059	S0150	274.5958996
S0059	S0156	514.3926202
S0059	S0157	545.5660203
S0058	S0038	855.8673307
S0058	S0039	833.9713868
S0058	S0040	799.9803530
S0058	S0041	730.7805619
S0058	S0042	671.5536926
S0058	S0043	635.0681124
S0058	S0044	613.0877347
S0058	S0842	609.3670041
S0058	S0843	542.0654268
S0058	S0045	514.3043796
S0058	S0046	504.8878093
S0058	S0844	505.3047719
S0058	S0846	500.6243695
S0058	S0848	508.8274762
S0058	S0847	505.0526282
S0058	S0047	463.0138608
S0058	S0048	386.5086727
S0058	S0049	220.6955029
S0058	S0050	197.6486929
S0058	S0051	199.3097674
S0058	S0052	78.4811092
S0058	S0849	52.2741934
S0058	S0054	42.6939551
S0058	S0056	30.4545300
S0058	S0055	34.2881116
S0058	S0053	54.1634092
S0058	S0060	4.3320203
S0058	S0059	4.1677932
S0058	S0058	0.0000000
S0058	S0057	1.7962739
S0058	S0062	12.4627124
S0058	S0061	20.8214601
S0058	S0063	25.5715662
S0058	S0064	35.3454382
S0058	S0066	66.3495290
S0058	S0065	66.6822585
S0058	S0857	70.4858660
S0058	S0858	78.1183205
S0058	S0856	77.7955294
S0058	S0067	105.6932694
S0058	S0859	118.3479700
S0058	S0068	122.8485462
S0058	S0069	128.2453095
S0058	S0070	129.8742361
S0058	S0860	154.0063700
S0058	S0071	157.0322085
S0058	S0072	162.7419651
S0058	S0073	168.2038362
S0058	S0074	212.3803569
S0058	S0075	229.0435393
S0058	S0077	229.4854045
S0058	S000A	236.8274319
S0058	S000B	237.7700204
S0058	S0079	242.7245560
S0058	S0076	245.8371577
S0058	S0078	251.2203059
S0058	S0865	264.6854845
S0058	S0081	275.0007775
S0058	S0082	275.8869705
S0058	S0083	276.4500014
S0058	S0084	283.8529896
S0058	S0864	300.8126222
S0058	S0085	314.1612962
S0058	S0148	55.9594800
S0058	S0147	93.8594492
S0058	S0146	107.1784367
S0058	S0145	113.6861724
S0058	S0144	121.2219209
S0058	S0143	151.8338309
S0058	S0149	171.1145479
S0058	S0141	206.4933716
S0058	S0142	211.3179353
S0058	S0140	232.4474188
S0058	S0139	244.7991279
S0058	S0137	295.0549930
S0058	S0136	295.7065236
S0058	S0138	301.9894722
S0058	S0135	321.3305417
S0058	S0087	384.5934170
S0058	S0088	394.4206267
S0058	S0133	438.8293373
S0058	S0089	441.1532092
S0058	S0090	452.2108634
S0058	S0132	485.1336214
S0058	S0131	497.5822394
S0058	S0130	500.6862671
S0058	S0091	495.1381545
S0058	S0092	526.5259310
S0058	S0867	532.3539882
S0058	S0866	532.9109990
S0058	S0868	547.2772735
S0058	S0095	544.1109822
S0058	S0094	530.6025590
S0058	S0093	526.1503664
S0058	S0129	559.6137705
S0058	S0128	563.1090453
S0058	S0127	562.4438648
S0058	S0096	553.2505581
S0058	S0097	555.4096338
S0058	S0098	558.6061457
S0058	S0099	560.2255449
S0058	S0100	564.4278055
S0058	S0101	564.7990670
S0058	S0126	625.5597510
S0058	S0102	621.9804599
S0058	S0103	623.4256367
S0058	S0105	634.4985392
S0058	S0104	647.3980381
S0058	S0125	664.1214517
S0058	S0106	664.6199601
S0058	S0107	668.8468349
S0058	S0124	673.2709698
S0058	S0123	674.9077443
S0058	S0876	691.8973750
S0058	S0108	688.4005864
S0058	S0109	722.7542919
S0058	S0110	728.7456895
S0058	S0122	738.2754025
S0058	S0111	748.7358018
S0058	S0869	749.5038426
S0058	S0119	752.4737819
S0058	S0112	755.4551218
S0058	S0113	761.1246659
S0058	S0114	770.9171653
S0058	S0871	775.3979031
S0058	S0121	758.7857217
S0058	S0870	758.9645313
S0058	S0120	761.4152757
S0058	S0875	767.4098114
S0058	S0116	772.1205269
S0058	S0115	778.4213973
S0058	S0872	788.7787173
S0058	S0873	791.5075176
S0058	S0874	790.6756112
S0058	S0118	786.2735100
S0058	S0117	788.0812773
S0058	S0155	209.8877281
S0058	S0154	213.6607893
S0058	S0153	248.1898660
S0058	S0152	248.3612828
S0058	S0151	263.4279670
S0058	S0150	270.4349356
S0058	S0156	510.3527731
S0058	S0157	541.4259055
S0057	S0038	854.2483483
S0057	S0039	832.3646457
S0057	S0040	798.4229888
S0057	S0041	729.2517360
S0057	S0042	670.0514161
S0057	S0043	633.6002841
S0057	S0044	611.6018451
S0057	S0842	607.8747704
S0057	S0843	540.5659909
S0057	S0045	512.7853610
S0057	S0046	503.3812776
S0057	S0844	503.7771441
S0057	S0846	499.0896898
S0057	S0848	507.2737380
S0057	S0847	503.4986051
S0057	S0047	461.6084784
S0057	S0048	385.2146271
S0057	S0049	219.6360854
S0057	S0050	196.5920619
S0057	S0051	198.3004034
S0057	S0052	77.5894535
S0057	S0849	51.6256264
S0057	S0054	42.2368796
S0057	S0056	30.3216523
S0057	S0055	34.3765501
S0057	S0053	54.5740057
S0057	S0060	5.7184788
S0057	S0059	5.5509369
S0057	S0058	1.7962739
S0057	S0057	0.0000000
S0057	S0062	13.0905538
S0057	S0061	19.0736730
S0057	S0063	25.2407924
S0057	S0064	35.9655530
S0057	S0066	66.5508903
S0057	S0065	66.8728301
S0057	S0857	70.5501191
S0057	S0858	78.2261146
S0057	S0856	77.8751013
S0057	S0067	105.8793134
S0057	S0859	118.5365809
S0057	S0068	123.0374630
S0057	S0069	128.4406727
S0057	S0070	130.0498620
S0057	S0860	154.1568325
S0057	S0071	157.3116070
S0057	S0072	163.3608796
S0057	S0073	168.8160220
S0057	S0074	212.9988474
S0057	S0075	229.7160267
S0057	S0077	230.2155079
S0057	S000A	237.5109305
S0057	S000B	238.4571240
S0057	S0079	243.4191704
S0057	S0076	246.6176443
S0057	S0078	251.8666586
S0057	S0865	265.4508657
S0057	S0081	275.6922650
S0057	S0082	276.5764446
S0057	S0083	277.1571383
S0057	S0084	284.5379035
S0057	S0864	301.5456591
S0057	S0085	314.9842107
S0057	S0148	54.2421239
S0057	S0147	93.0059138
S0057	S0146	106.3059420
S0057	S0145	112.8279699
S0057	S0144	120.2781048
S0057	S0143	150.8475323
S0057	S0149	170.1648180
S0057	S0141	205.5411319
S0057	S0142	210.3551825
S0057	S0140	231.5489894
S0057	S0139	243.8853928
S0057	S0137	294.2040688
S0057	S0136	294.8590031
S0057	S0138	301.1411803
S0057	S0135	320.6217522
S0057	S0087	384.0157895
S0057	S0088	393.8519125
S0057	S0133	438.3809317
S0057	S0089	440.7512507
S0057	S0090	451.9137369
S0057	S0132	484.7577675
S0057	S0131	497.2535711
S0057	S0130	500.4096847
S0057	S0091	495.1182172
S0057	S0092	526.5009594
S0057	S0867	532.3315149
S0057	S0866	532.8919295
S0057	S0868	547.2075837
S0057	S0095	544.0950881
S0057	S0094	530.6582103
S0057	S0093	526.2256236
S0057	S0129	559.5654955
S0057	S0128	563.0601251
S0057	S0127	562.4019474
S0057	S0096	553.2864562
S0057	S0097	555.4507299
S0057	S0098	558.6607409
S0057	S0099	560.2746942
S0057	S0100	564.5140177
S0057	S0101	564.8880977
S0057	S0126	625.7824402
S0057	S0102	622.2198808
S0057	S0103	623.6824828
S0057	S0105	634.8054014
S0057	S0104	647.6706865
S0057	S0125	664.3830284
S0057	S0106	664.9051845
S0057	S0107	669.1396689
S0057	S0124	673.5380917
S0057	S0123	675.1738097
S0057	S0876	692.1857434
S0057	S0108	688.8379819
S0057	S0109	723.1365614
S0057	S0110	729.1266492
S0057	S0122	738.6666898
S0057	S0111	749.1138061
S0057	S0869	749.8824496
S0057	S0119	752.8603855
S0057	S0112	755.8343760
S0057	S0113	761.4787325
S0057	S0114	771.2756942
S0057	S0871	775.7615289
S0057	S0121	759.1939778
S0057	S0870	759.3711794
S0057	S0120	761.8186094
S0057	S0875	767.8122690
S0057	S0116	772.5208021
S0057	S0115	778.8129830
S0057	S0872	789.1624551
S0057	S0873	791.8915700
S0057	S0874	791.0626287
S0057	S0118	786.6890347
S0057	S0117	788.5048472
S0057	S0155	208.5304702
S0057	S0154	212.3108864
S0057	S0153	246.9721543
S0057	S0152	247.1417120
S0057	S0151	262.2616533
S0057	S0150	269.2906775
S0057	S0156	509.4917381
S0057	S0157	540.3621499
S0062	S0038	864.3006602
S0062	S0039	842.5460768
S0062	S0040	809.0645949
S0062	S0041	740.1271008
S0062	S0042	681.1253949
S0062	S0043	644.9063413
S0062	S0044	622.7919772
S0062	S0842	619.0223884
S0062	S0843	551.6695439
S0062	S0045	523.7513701
S0062	S0046	514.4387186
S0062	S0844	514.6796519
S0062	S0846	509.9385458
S0062	S0848	517.9685072
S0062	S0847	514.1914695
S0062	S0047	473.2871109
S0062	S0048	397.3982518
S0062	S0049	232.4670200
S0062	S0050	209.4304395
S0062	S0051	211.2122350
S0062	S0052	90.6374056
S0062	S0849	64.6913634
S0062	S0054	55.1558972
S0062	S0056	42.7630588
S0062	S0055	46.3033757
S0062	S0053	65.3500551
S0062	S0060	15.0961982
S0062	S0059	15.0056689
S0062	S0058	12.4627124
S0062	S0057	13.0905538
S0062	S0062	0.0000000
S0062	S0061	24.9783987
S0062	S0063	15.9061057
S0062	S0064	22.8969168
S0062	S0066	54.1663955
S0062	S0065	54.5164379
S0062	S0857	58.5582385
S0062	S0858	66.0854053
S0062	S0856	65.8204376
S0062	S0067	93.4979829
S0062	S0859	106.1426983
S0062	S0068	110.6409983
S0062	S0069	116.0263634
S0062	S0070	117.6840193
S0062	S0860	141.8476887
S0062	S0071	144.7014931
S0062	S0072	150.3006081
S0062	S0073	155.7596241
S0062	S0074	199.9393128
S0062	S0075	216.6338905
S0062	S0077	217.1249541
S0062	S000A	224.4259381
S0062	S000B	225.3713172
S0062	S0079	230.3318825
S0062	S0076	233.5335567
S0062	S0078	238.7938946
S0062	S0865	252.3633628
S0062	S0081	262.6056732
S0062	S0082	263.4902657
S0062	S0083	264.0680452
S0062	S0084	271.4527526
S0062	S0864	288.4551107
S0062	S0085	301.9152477
S0062	S0148	57.3005777
S0062	S0147	85.5850793
S0062	S0146	98.9476351
S0062	S0145	105.3388485
S0062	S0144	113.3825917
S0062	S0143	144.1784928
S0062	S0149	163.1767119
S0062	S0141	198.5160369
S0062	S0142	203.4020182
S0062	S0140	224.1064151
S0062	S0139	236.5399962
S0062	S0137	286.3882674
S0062	S0136	287.0199402
S0062	S0138	293.3038999
S0062	S0135	311.8896013
S0062	S0087	374.5197207
S0062	S0088	384.3059994
S0062	S0133	428.2182627
S0062	S0089	430.3696630
S0062	S0090	441.0695956
