Z0557	117	117	160	160	193	193	238	240	279	288	99	99	165	169	236	236	282	286	124	130	169	173	216	216	265	265	200	202	239	239	294	294	265215.34	4040585.17
Z0558	117	117	160	160	193	193	238	240	279	288	99	99	165	169	236	236	282	286	124	124	169	169	214	214	297	299	106	200	239	239	294	294	265242.09	4040608.59
Z0559	117	119	160	160	193	193	240	246	279	288	99	99	165	169	236	236	282	286	124	128	169	169	214	216	265	265	200	204	239	239	294	294	265246.69	4040608.33
Z0356	115	119	160	164	188	193	240	240	277	288	99	99	165	169	232	236	282	282	124	128	169	173	214	216	254	299	177	200	239	241	294	296	265406.3	4040668.35
Z0357	115	119	160	160	193	193	238	238	277	288	99	99	165	165	232	232	282	286	124	126	169	169	214	216	297	299	200	200	235	241	294	294	265407.02	4040668.81
Z0358	117	119	158	160	193	193	240	240	288	288	99	99	165	165	232	236	282	282	126	128	169	169	218	218	265	297	99	177	239	241	294	294	265409.13	4040669.48
Z0560	117	119	160	160	193	193	238	238	288	288	99	99	165	165	232	234	282	282	126	126	169	169	214	214	297	299	200	200	235	239	294	294	265432.78	4040675.77
Z0561	117	117	160	160	193	193	238	238	288	288	99	99	165	169	232	232	282	282	124	126	169	169	214	218	297	299	200	200	235	241	294	294	265449.91	4040681.74
Z0562	115	117	160	160	193	193	238	246	288	288	99	99	154	169	234	236	282	282	128	128	169	169	216	216	297	299	192	200	239	239	294	294	265458.67	4040683.7
Z0562mother	106	117	160	160	193	193	238	240	288	288	99	99	154	169	232	236	282	282	128	128	169	173	214	216	265	297	192	202	239	241	294	294	265458.67	4040683.7
Z0565	102	106	160	160	193	193	238	238	288	288	99	99	165	167	234	234	282	282	124	126	169	173	214	214	265	265	200	200	239	239	294	294	265475.05	4040686.91
Z0563	115	119	160	160	193	193	238	238	288	288	99	99	165	169	232	232	282	282	126	128	169	173	214	214	297	299	99	200	235	241	294	294	265476.5	4040692.19
Z0564	115	117	160	160	193	193	240	240	288	288	99	99	154	165	234	236	282	286	124	126	169	169	214	216	297	299	200	206	239	239	294	294	265478.95	4040692.44
Z0569	101	117	160	160	193	193	238	240	277	277	99	99	169	169	232	236	286	288	128	130	175	179	216	216	254	297	200	206	239	241	294	294	265481.67	4040696.43
Z0568	117	117	158	160	193	193	238	242	277	277	99	99	154	169	232	234	282	282	124	126	169	173	214	216	297	299	200	204	235	239	294	294	265483.83	4040699.74
Z0567	115	117	160	160	193	193	240	240	277	288	99	99	165	165	232	236	282	282	124	128	173	179	214	216	254	297	200	200	239	241	294	294	265478.77	4040702.79
Z0566	117	119	160	160	193	193	238	240	277	288	99	99	165	165	232	232	282	282	124	126	169	173	214	216	254	297	177	200	235	241	294	294	265481.05	4040703.29
Z0570	102	115	160	160	193	193	240	240	288	288	99	99	167	169	232	236	282	282	124	124	169	175	214	216	265	299	200	202	237	239	294	296	265486.17	4040711.15
Z0571	115	119	160	160	193	193	238	238	288	300	99	99	165	167	232	236	282	282	124	124	169	173	214	218	265	299	177	200	237	239	294	294	265492.02	4040711.29
Z0572	117	119	160	160	193	193	238	238	288	300	99	99	165	167	232	232	282	286	126	128	169	173	214	214	297	299	200	200	237	241	294	294	265492.04	4040711.68
Z0573	115	117	160	160	193	193	240	240	288	300	99	99	165	169	232	232	282	282	124	128	169	173	214	216	297	299	200	206	235	241	294	294	265493.03	4040716.81
Z0574	115	119	160	160	193	193	238	238	288	288	99	99	165	165	234	236	282	286	128	128	169	169	214	216	265	297	192	206	239	239	294	294	265497.5	4040719.99
Z0575	117	119	160	160	193	193	238	240	288	288	99	99	165	165	232	232	282	286	126	128	169	169	216	218	297	299	99	200	235	241	294	294	265499.66	4040717.84
Z0577	117	117	160	160	193	193	238	240	288	288	99	99	154	165	236	236	288	288	124	128	169	169	212	216	265	297	200	200	239	239	294	294	265501.72	4040719.14
Z0576	106	117	158	160	193	193	238	238	277	288	99	99	165	169	232	234	282	282	124	126	169	169	214	216	297	299	200	200	235	239	294	294	265503.74	4040716.8
Z0578	106	117	160	160	193	193	238	238	277	288	99	99	165	165	232	232	282	282	126	128	169	169	216	218	297	299	200	204	235	241	294	294	265507.42	4040722.21
Z0579	102	115	160	160	188	193	238	240	288	300	99	99	154	169	232	234	282	282	126	128	169	169	214	214	297	299	99	200	235	239	294	294	265526.2	4040730.56
Z0580	115	115	160	160	193	193	234	244	277	288	99	99	169	169	232	236	282	282	124	126	173	173	214	214	297	299	202	204	239	241	294	294	265539.71	4040731.76
Z0581	117	117	160	160	193	193	238	240	288	288	99	99	165	169	232	232	282	282	124	126	169	173	214	214	297	299	200	200	235	241	294	294	265541.95	4040733.53
Z0582	117	119	160	160	193	193	238	238	288	288	99	99	165	169	232	236	282	286	126	128	169	169	214	216	265	297	200	200	239	241	294	294	265545.13	4040733.11
Z0583	115	117	160	160	193	193	238	240	288	288	99	99	165	165	234	236	282	282	126	126	169	169	214	218	265	265	200	200	239	239	294	294	265557.49	4040735.67
Z0585	115	115	160	160	193	193	238	240	288	288	99	99	165	169	234	236	282	282	124	126	169	169	216	218	265	299	177	200	239	239	294	294	265585.01	4040742.95
Z0586	117	119	160	160	193	193	238	238	277	288	99	99	165	169	232	234	282	286	126	128	169	173	214	214	297	297	99	200	239	241	294	294	265584.82	4040746.01
Z0587	117	119	160	160	193	193	238	240	288	288	99	99	165	169	232	232	282	286	126	128	169	173	216	216	265	297	200	204	241	241	294	294	265590.54	4040748.66
Z0588	117	119	160	160	193	193	238	238	288	288	99	99	165	169	232	232	282	282	126	128	169	173	214	218	297	299	177	200	235	241	294	294	265618.52	4040759.53
Z0591	106	117	160	160	188	193	238	238	288	288	99	99	169	169	232	236	282	282	124	128	169	169	216	216	265	299	106	192	239	241	294	294	265622.62	4040754.57
