tree	JV0853	JV0854	JV0852	JV0851	JV0855	JV0624	JV0622	JV0619	JV0620	JV0621	JV0618	JV0617	JV0616	JV0615	JV0614	JV0613	JV0612	JV0611	JV0610	JV0609	JV0608	JV0607	JV0604	JV0606	JV0605	JV0603	JV0602	JV0601	JV0800	JV0799	JV0798	JV0797	JV0796	JV0793	JV0792	JV0791	JV0788	JV0789	JV0787	JV0786
JV0798	1.78518796638004e-05	1.89570173930211e-06	2.66399123473287e-05	3.66244837548904e-05	1.20562662512345e-05	0.000106722685500277	1.84163708789271e-05	3.30303671903923e-05	9.77225225302843e-06	2.51027139187921e-05	7.81896090360338e-05	1.45435446567952e-05	1.92119749760384e-05	2.21577896954873e-05	4.67872280980395e-05	0.0137470805522862	0.00124204648086291	0.00614991280878321	0.0213046922371985	0.019348063751425	0.0345035646174163	0.038063632974642	0.0454418574611748	0.0310537576226369	0.0346996225870464	0.0539698425120512	0.0624088937651765	0.068898199961668	0.13646108419548	0.867484959194047	8.09901e-12	0.195601537276312	0.0820753190328771	0.0235146791253481	0.0429446244496725	0.0113687438298769	0.000112096467147547	0.000950464567840654	0.00671870630215758	0.0091363379434665
JV0797	7.0694270599373e-05	7.50251645794087e-06	0.000105431213908118	0.000144438548490709	4.74998347089265e-05	0.000418745171800523	7.18712213548047e-05	0.000128772232323535	3.80106224740513e-05	9.76553109310172e-05	0.000301293671420857	5.5858861137525e-05	7.35950323393488e-05	8.48242006605473e-05	0.000178592374033335	0.045639831726612	0.0040700836859671	0.0197433535432291	0.066022604456128	0.0596927090407446	0.100948592442464	0.11068075904691	0.122486403291551	0.0852694534107477	0.0934074440242267	0.133841986737502	0.123550672734972	0.107329303804227	0.16484472518982	0.0764626412674968	0.0659263573827615	8.09901e-12	0.643039839461761	0.175985339663395	0.279147630544176	0.0862556446529769	0.000761277730825119	0.00644520276593776	0.0424229204912632	0.0501580670551964
JV0796	1.62969504706498e-05	1.73105826914428e-06	2.43319251657121e-05	3.33648592954854e-05	1.09809146490688e-05	9.68881886561391e-05	1.6588008847553e-05	2.96931951771537e-05	8.75934081266657e-06	2.24910169659371e-05	6.93306659580808e-05	1.28629757678019e-05	1.69652949449614e-05	1.95308153519219e-05	4.10963943092638e-05	0.0103038119679704	0.000926732251531122	0.00455580452182967	0.0143811988090355	0.0129512210927228	0.0221921586114527	0.0237212359599427	0.0269034491460254	0.0180802536315707	0.0198751635385948	0.0300600133002595	0.0271949004633026	0.0246132115299083	0.0359075283097669	0.0156525718820988	0.0134851657890084	0.313469126902944	8.09901e-12	0.123013923603678	0.179095644043942	0.0195996901042592	0.000172105175143623	0.0014544306962096	0.00955050277553956	0.0110421339244316
JV0793	2.42698824014608e-06	2.57880980413266e-07	3.62549881942308e-06	4.96407565635972e-06	1.63377016760284e-06	1.43877892206595e-05	2.44992963450766e-06	4.37934188247526e-06	1.28936454192968e-06	3.30940206883103e-06	1.01334926390813e-05	1.87730879382249e-06	2.47404353294041e-06	2.84432463641264e-06	5.97127371775357e-06	0.00135642906989703	0.000121801801480897	0.000597122663253206	0.00177705461712235	0.00159232231850181	0.00267471702251619	0.00280438121180195	0.00310527722627115	0.00206274530868917	0.00225008477574127	0.00336858061254046	0.00271944249177627	0.0022665270193456	0.00298841533523702	0.000897343227036155	0.000725201583128262	0.0161030952066434	0.0230903356941196	8.09901e-12	0.291339773149442	0.00434810148976334	3.56063477010175e-05	0.000299985316734748	0.00187981407841911	0.0019428507961565
JV0792	1.0292543540641e-05	1.09392850045304e-06	1.53805018451284e-05	2.10628557615099e-05	6.93369275448365e-06	6.10696203135495e-05	1.03884683168352e-05	1.85635350749878e-05	5.46392774003694e-06	1.40216775931612e-05	4.29076411772228e-05	7.94981605614614e-06	1.04792945616382e-05	1.20428601188533e-05	2.52746757221796e-05	0.00567074590202045	0.000510113006349155	0.00250755311651709	0.00732750086143485	0.00655718878718916	0.0110207485440416	0.0114741995338614	0.0127289840566234	0.00839019807521101	0.00914989613688414	0.0138100265312465	0.0109343404944913	0.0090421874244518	0.0116531206705038	0.00326633079515172	0.00261081152056346	0.0503516654862647	0.0662686347919928	0.574310560623317	8.09901e-12	0.0174485204525408	0.000146514738470274	0.00123409865714133	0.00781411102379336	0.00811614936751227
JV0791	1.32620137997577e-05	1.40667955848454e-06	1.97745576960401e-05	2.68394531441278e-05	8.80986326104506e-06	7.68030123197538e-05	1.29241374827678e-05	2.30549300518395e-05	6.75289759913967e-06	1.73422033068341e-05	5.19616149975188e-05	9.55219386598536e-06	1.25083829356995e-05	1.43653993359911e-05	2.99679745255531e-05	0.00520146178553823	0.000455242738391218	0.00214365477402578	0.0061651400748569	0.00549277701558985	0.00852368367560656	0.00892510313429629	0.00891732520717104	0.00611989795020557	0.00651512378849074	0.00872985680205786	0.00583443789835324	0.00408506531985316	0.00493082311367177	0.00105213122693461	0.000809831083482722	0.0182298321539907	0.00849742725840915	0.0100429649561248	0.0204443758794272	8.09901e-12	0.00317745864453663	0.0259731611992439	0.0741110716404256	0.0306832741569946
JV0788	1.4750580386014e-06	1.56395278449965e-07	2.19864557414094e-06	2.97487503936352e-06	9.75721910067438e-07	8.47519096997879e-06	1.41849196240069e-06	2.52761103578428e-06	7.38727883824669e-07	1.89717158135681e-06	5.6357138834196e-06	1.03323009139416e-06	1.35019269405779e-06	1.54942817187328e-06	3.22394031282975e-06	0.000505681708709544	4.39963273292034e-05	0.000205237486161966	0.000574346500417666	0.000510222248464938	0.000775896106390951	0.00080650073725442	0.000787301564050729	0.000540464405747609	0.000571979158036287	0.000752840415525781	0.000476667638580364	0.000321972539649764	0.000377622580182329	7.43420076443185e-05	5.66474937812759e-05	0.00114141896451431	0.000529345217801179	0.000583440424773374	0.00121787685736324	0.0225417028378179	8.09901e-12	0.664818056288789	0.0353233134623282	0.00563428331340134
JV0789	1.82861288774758e-05	1.93876234811698e-06	2.72555233301267e-05	3.68747492812661e-05	1.20940517622287e-05	0.000105039285563887	1.75791288173686e-05	3.13240362960864e-05	9.15451691544162e-06	2.3510542156781e-05	6.98275069174207e-05	1.28009406507909e-05	1.67267432536321e-05	1.91950302951846e-05	3.99377305684648e-05	0.00625138936656193	0.000543764110353295	0.00253564955368262	0.00709573665763737	0.00630330565677755	0.00957949149322277	0.00995776785175533	0.0097132318223426	0.00666975815193115	0.00705743757762162	0.00928146531710053	0.0058700592273152	0.00396116725999488	0.00464369998037094	0.00091266045328965	0.000695278288052246	0.0139885437063446	0.00647548135678972	0.00711546107840549	0.0148492973737356	0.266726143398822	0.962358235956084	8.09901e-12	0.461054254786638	0.070929860361543
JV0787	0.000112260050868448	1.18974634586479e-05	0.000167262783561296	0.000225629369957658	7.39453105972036e-05	0.000640030664521046	0.000106587472137382	0.000189738661737512	5.53401507647868e-05	0.00014212900106017	0.000418802580960953	7.6583997770115e-05	9.98778526841794e-05	0.000114537632772609	0.000237749649841588	0.0340349602541214	0.00294543133140889	0.0136251695824104	0.0372702301430572	0.0330276880838309	0.0493749402030327	0.0510126081756799	0.0488533027740394	0.0335454524983185	0.0353314322599173	0.0458304682954217	0.0278156935422911	0.0182818663359178	0.0209941587858354	0.00390400555557537	0.00295434120620179	0.0553463189140488	0.025559804016231	0.0268021853430886	0.0565181400348826	0.45748422855576	0.0307360217839538	0.277143242058093	8.09901e-12	0.768291109705405
JV0786	0.00018549810846329	1.96147713518878e-05	0.000275725648896869	0.000367839226043756	0.00012014536975374	0.00102688081257208	0.000168551521426321	0.000299280727558094	8.67397012357378e-05	0.00022291350184755	0.000639836128422837	0.000115946440096151	0.000150100769684202	0.000171897213412466	0.000354160367141201	0.0384198273181279	0.00326480927239227	0.0146810455600718	0.0381096313549096	0.0335549275329603	0.0477056769897165	0.0486322291250741	0.0440710082594738	0.0303999043324069	0.0315957167460355	0.0392177162225859	0.021442626787892	0.0131735118478907	0.0144432269967939	0.00237228668028119	0.00176929799133747	0.0288192586082515	0.0130148188834446	0.0121996842976436	0.025853071603755	0.0834158478283451	0.00215912972015102	0.0187773887666344	0.338360487509421	8.09901e-12
