tree	4S0238	4S0239	4S0237	4S0236	4S0235	4S0234	4S0233	4S0232	4S0231	4S0230	4S0229	4S0228	4S0227	4S0225	4S0226	4S0224	4S0223	4S0222	4S0221	4S0220	4S0219	4S0218	4S0217	4S0216	4S0215	4S0214	4S0213	4S0211	4S0210	4S0882	4S0883	4S0884	4S0207	4S0203	4S0202	4S0206	4S0206bis	4S0208	4S0204	4S0205	4S0201	4S0200	4S0199	4S0198	4S0196	4S0881	4S0195	4S0194	4S0197	4S0193	4S0192	4S0191	4S0190	4S0188	4S0187	4S0186	4S0184	4S0189	4S0182	4S0185	4S0183	4S0181	4S0180	4S0178	4S0179	4S0879	4S0880	4S0176	4S0175	4S0169	4S0168	4S0167	4S0170	4S0166	4S0165	4S0164	4S0878	4S0163	4S0162	4S0160	4S0159	4S0161	4S0877	4S0171	4S0172	4S0173	4S0174	4S0158
4S0229	0.0634260589322835	0.069058763170683	0.0762933112267809	0.0142599886451346	0.0658611910022617	0.0138366276647181	0.021349552015081	0.0555974669611108	0.148519922026329	0.107662204264382	0.00921509	0.840013661522936	0.10107057203116	0.00735961639479009	0.0133627189906641	0.0146126280155861	0.0148139222564342	0.00901898179481619	0.00655456644290439	0.00739344832895262	0.00686652193284883	0.00331302421461274	0.00865878475731459	0.0112368087199912	0.00931562537692971	0.0144577796233594	0.00682066468191893	0.00830357817479203	0.00285656756134306	0.00107978656266637	0.000900588266281353	0.00147326715981942	0.00102550245385033	0.000814820336811956	0.000789605731835189	6.33590085531738e-06	6.29786228017137e-06	0.000685065866440313	0.000522910663546848	0.000870818774487289	0.000957133973176896	0.000556141042993427	0.000268553963601934	0.00124764387965931	0.00132915991401446	0.00135796857889734	0.0010100061489387	0.00185119592471749	0.00247492500022202	0.00166125969716298	0.00223192938966316	0.00190320151084828	0.00122437985621424	0.00110647186469865	0.00109779394803365	0.000974302264792899	0.00111156453558833	0.00122479633200993	0.00301025537376561	0.00110821157356583	0.00225375385065637	0.0013702754417415	0.000760313515472401	0.000393801643157124	0.000414202079123969	0.0013246256937747	0.00169122775356519	0.00136827373263389	0.00133320702055502	0.000697398229551047	9.78611883679609e-06	0.000169596112540116	0.00117786696768351	0.000282804344368761	0.000206778285625457	0.000272279935014596	0.00017585005911084	0.000592529959346564	0.000376210394776537	0.000297782790320791	0.000237756456136902	0.000231119058107037	0.000249357057616599	0.00137586531128972	0.000752842515198246	0.000542800522207436	0.000552788801848054	0.00170867977381726
4S0228	0.0524083113909109	0.0568306840743847	0.0639736464892357	0.0116169573024768	0.0534815100931136	0.0112507406364041	0.017431018232226	0.0456698697007358	0.115458458366014	0.0853073551653556	0.844125625521653	0.00921509	0.1288225307744	0.00842201217174547	0.0152625525652741	0.0163694196935168	0.016427639114806	0.00963906987865717	0.0069911641151611	0.00782345140439509	0.00720229443504361	0.00347137183024482	0.00897780141314183	0.0115460953348389	0.0095380695883783	0.0143152878202613	0.00670284920977221	0.00814629414213938	0.00277561613956115	0.00104505036868102	0.00087132464436991	0.00142315231465606	0.000988401484334675	0.000783826993052389	0.00075925072433611	6.09284431907861e-06	6.05626497199339e-06	0.000658419642931625	0.000501810958258809	0.000835649002153893	0.000915404521991598	0.000531114925902681	0.000256492827892023	0.00118713196845234	0.00126616041852922	0.00129118731375289	0.000962668524180416	0.00176214531424589	0.00234080727306665	0.00157535314950569	0.00211348495361915	0.00178363843272551	0.00114675844025825	0.00103576413181127	0.00102833032083779	0.000913465453076472	0.00104148013162007	0.00114586546017556	0.00283046322683142	0.0010380311432116	0.00212213497855248	0.00129282151798248	0.000716364197754729	0.000371079699649374	0.000390262733293828	0.0012526845798884	0.00160188576631461	0.00129710372213768	0.00126201628526389	0.000657433971276816	9.21559561896256e-06	0.000159713975553039	0.00110455565048721	0.000266336333762096	0.000194600298680743	0.000256388218000767	0.000165518430853486	0.000557248365033872	0.000353246476089274	0.000279571609971493	0.000223275643917421	0.000217117624709484	0.000234204502826995	0.00128608520344511	0.000704199315633333	0.00050807996038023	0.000517782626520067	0.00159630011519291
4S0227	0.0134955865455003	0.0145832129291489	0.0157807713647896	0.00237691218021942	0.0105413847563738	0.00216447954327596	0.00334059887560556	0.00856454503545368	0.0170475789590699	0.0122647351471381	0.0186345005291077	0.0236354635556484	0.00921509	0.0173726625952717	0.0314997535901546	0.0258862881402212	0.02454305367628	0.0103700876858095	0.0074376217495071	0.00783416313215793	0.00675058758795837	0.00322806816589339	0.00769958820588813	0.009267771193807	0.00743338569163251	0.00897052404750934	0.00399555068876211	0.00479310404240023	0.00154061107875975	0.000567670756521932	0.000471884356161814	0.000764679974263271	0.00052306403944963	0.000413270100250915	0.000399414214800611	3.19333419211702e-06	3.17416250913034e-06	0.00034407825139842	0.000260344634098515	0.000434387010178517	0.000467540305458363	0.000268938776107392	0.000129918485654348	0.000588855469744697	0.000631014485336103	0.000636370801680217	0.000479315419829713	0.000870882827797981	0.00112108466528044	0.000762135517461612	0.00101478821473393	0.000814023311204995	0.000521126258307289	0.000468939263454284	0.000466536132321313	0.00041605367239782	0.000471662823322674	0.000516401308182059	0.00128989425357171	0.000469418128424217	0.000971159415294508	0.000595112458926488	0.000326960782275456	0.000169308610692962	0.000177922593702393	0.000583325719021559	0.000749984346066662	0.000608144755570977	0.000586770705844899	0.000297062384137108	4.13380532403187e-06	7.16522542432421e-05	0.00048698481299032	0.00011925033913997	8.68169159042925e-05	0.000114586252918808	7.38242199019181e-05	0.000247539842938954	0.000155761440999911	0.000122932499311161	9.8258123301338e-05	9.56616763709528e-05	0.000103070455652577	0.00055738577920522	0.000305289517753786	0.000220682726910695	0.000225476017337359	0.000685266024121381
4S0225	0.0124223045680343	0.0136848694779273	0.0129171665514715	0.00176450392951807	0.00765358155542976	0.00154036417353241	0.00235318024662445	0.00588834463240679	0.0111287912208228	0.00775228302741761	0.0103150681063643	0.0117465965053801	0.132065771792322	0.00921509	0.667702599801873	0.224493508254653	0.142947274815489	0.0303206476463051	0.0204959545898241	0.0192643537107136	0.0149205987636648	0.00689112845793325	0.0142562190033223	0.0159277073044263	0.0121244143858198	0.012536311902193	0.00533679305257701	0.00630044073291493	0.00194995243917016	0.000712052197131083	0.000589358438641275	0.000953490050793605	0.000643053231853853	0.000516052001464352	0.000498298365870606	3.93456136588855e-06	3.91093960923538e-06	0.000423479032000082	0.000320134318109313	0.000537568936180643	0.000574593824003439	0.000328570517488317	0.00015866961535228	0.0007107947915017	0.000760619491685511	0.000761067473449972	0.00057230116289373	0.00103515816617924	0.00132113590585811	0.000894910458938822	0.00118756698129412	0.000937584578494299	0.000597657203917456	0.000535876576748464	0.000532101326208568	0.000474706016386242	0.000534305681420718	0.000586942769619095	0.00143296386649152	0.000531501129180487	0.00107494307446068	0.000655308231760209	0.000357948148319156	0.000185050837804935	0.000194329712274868	0.000644560113720552	0.000826668913112692	0.000667334823544019	0.000641066193917503	0.000317545182204951	4.39472898526197e-06	7.6175627800694e-05	0.00051766423708965	0.00012628126808983	9.18154790643926e-05	0.000121067766332149	7.7951796751782e-05	0.000261099403051533	0.000164029269608894	0.000128928050748799	0.000103000453075226	0.000100238711093223	0.000107933715016556	0.000588066602942701	0.00032064119657245	0.000231398514510052	0.000236341697429445	0.000713511661468428
4S0226	0.0284021984229286	0.0311876389547084	0.0297839810068343	0.00405577915197033	0.0175854109500939	0.00353941620249649	0.00540895519702109	0.0135380459037816	0.0254338917731835	0.0177253502885321	0.0229492727751922	0.0260843806846919	0.293418988766663	0.818163758605658	0.00921509	0.440226245095497	0.379901645457154	0.0738292787072076	0.0504774212081234	0.0473649762354171	0.0365430729929655	0.0169343682784498	0.0349576661362179	0.0388305795363443	0.0295496152196031	0.0299710075711988	0.0127305878574346	0.0150272163207641	0.00463448979313169	0.00168954359246927	0.00139849942613055	0.00226086548601251	0.00152417274455193	0.00122080847242748	0.00117861061230596	9.31379112348518e-06	9.25787431676186e-06	0.00100222594057351	0.000757096748722706	0.00127078912021089	0.00135655459315091	0.000775436209386645	0.000374491061319738	0.00167572381151955	0.00179436317051778	0.00179465952971928	0.00135121515177314	0.00244315198697399	0.00311041460023733	0.00210988092454008	0.0027985778586031	0.00220146598451785	0.00140330854209595	0.0012582274969522	0.00124985823705472	0.00111543475429229	0.00125563425044498	0.00137822885585091	0.00337531864871085	0.00124892460658598	0.00253373398159301	0.00154606429604364	0.000844239400060534	0.000436493222766946	0.000458372808680584	0.00152187905758024	0.00195316750669346	0.00157742126156257	0.00151469069498768	0.000749599157994544	1.03717973546694e-05	0.000179780559984555	0.00121995902313821	0.000298065093875114	0.000216668970472167	0.00028576009865455	0.000183968941140294	0.000616042956837413	0.000386820480899073	0.000304059168679897	0.000242936583461773	0.000236452013592456	0.000254590431933369	0.00138464329850128	0.000755234787091058	0.000545181104345919	0.000556958128744073	0.00168027107730239
4S0224	0.00585372729227686	0.00650455977289388	0.00584050508542771	0.000780806048459314	0.00336941186968927	0.000674725767532376	0.0010277515569832	0.00255580247565511	0.00480345665950153	0.00331932753545813	0.0043838737783982	0.00488699912002	0.0421217552722036	0.048052565323442	0.0769009226534853	0.00921509	0.111225380624575	0.0204096010291724	0.0130368250173476	0.0116093320469353	0.00862040929530262	0.0038933241595808	0.00761703407635873	0.00835650220654307	0.00623939617718436	0.0063154679591351	0.00265737680284465	0.00312130849523526	0.000959525691292073	0.000350270356334539	0.000289488308704176	0.000468641671938538	0.000314827764065226	0.000254652726659009	0.000245883010947191	1.93142325651944e-06	1.91982765387989e-06	0.000207877423011482	0.000157274485997168	0.000264797711838988	0.000282957331729113	0.000161588112397717	7.80156218070584e-05	0.000348776565753369	0.00037270071629082	0.000372233094695805	0.000279250736263878	0.000504657244165255	0.000644684668189112	0.000435318187284183	0.000577461989835954	0.000456060525428152	0.000290330907988531	0.000260038496402164	0.00025790854809387	0.000230000221091532	0.000258264993440936	0.000284321682801665	0.00068625826822599	0.000256905896188798	0.000513720149055531	0.00031225688319198	0.000170346016431102	8.80094400973007e-05	9.24052353257073e-05	0.000307104032637739	0.000393184720267936	0.000316761155703186	0.000304085361939802	0.000149855099557365	2.07131806453596e-06	3.59025155786015e-05	0.000244495315664285	5.94397136922289e-05	4.32137634442022e-05	5.69475932536338e-05	3.66669763073538e-05	0.000122824665246301	7.71820531796651e-05	6.05879412895803e-05	4.8389667723489e-05	4.70780753813541e-05	5.06866118487891e-05	0.000277492898936858	0.000151024393174675	0.000108894634407949	0.000111171152210679	0.000335312044829172
4S0223	0.00514235830365763	0.00567603848394477	0.00517750163795012	0.000680259615898918	0.00292673979334119	0.000585055894763454	0.000891050264628051	0.00221220889440822	0.00408176990782036	0.00281624884884479	0.00345313995660754	0.00381064540541269	0.0310298505515695	0.0237740448843845	0.051563359104066	0.0864208050764405	0.00921509	0.0290863062034665	0.0187805858708755	0.0156415711728136	0.0109467914077446	0.00492432029057727	0.00910939137530973	0.00963208043350842	0.00708565167319798	0.00660181802464324	0.00273890503426361	0.00320661726705385	0.000970705381160101	0.000352353558334745	0.000291043730016162	0.000470155046372209	0.000314804214647138	0.000254051120290468	0.000245161393983098	1.92578374754724e-06	1.91422200258487e-06	0.000207118305005536	0.00015639238820604	0.000263306167856309	0.000280130935120735	0.000159677342134166	7.71024596252486e-05	0.000343086703779225	0.000367150220650898	0.000365855632533405	0.000275257958280392	0.000496650210486864	0.00062970732198684	0.000426472768097039	0.000564793488143665	0.000440964931791115	0.000280547230260294	0.000251136768016501	0.000249259340716714	0.000222496018784996	0.000249659465258499	0.000274427308922339	0.000665348693981079	0.000248269072209698	0.000498638355296214	0.000303555186090727	0.000165334829963728	8.54198920326347e-05	8.96739665777574e-05	0.000299254710433501	0.000383619197966075	0.000309189821596798	0.000296328478597358	0.000145258173858202	2.0051067414322e-06	3.47558213192153e-05	0.000235860033241527	5.75239045799924e-05	4.17922625576748e-05	5.50948785266973e-05	3.54603339391082e-05	0.000118690957657972	7.44786975684237e-05	5.84397981245589e-05	4.66819460080449e-05	4.54275476422706e-05	4.88992136455657e-05	0.000266842033624226	0.00014525900675791	0.000104781887573291	0.000107027491960609	0.000321977706992772
4S0222	0.00516644272928938	0.00574728342784487	0.00487689459054737	0.000607918470942674	0.00258625719002478	0.000511881397479838	0.000775696078238947	0.00190339377365109	0.00342935253295437	0.0023331386422157	0.00266039613302077	0.00282945760449978	0.0165912150805197	0.00638131744497425	0.0126807029940949	0.0200675151848382	0.0368072397290794	0.00921509	0.17085868438004	0.0677126507384778	0.0321176062752914	0.0126398867086058	0.0171544796395104	0.0164382878869845	0.0111884170922046	0.009099455137848	0.00361507835570065	0.00416673525701953	0.00122325197466132	0.000441322663675548	0.000363086206112418	0.000586202293649214	0.000387770014999144	0.000317958376413635	0.000306633481505619	2.38017572617973e-06	2.36588596766102e-06	0.000255799986020807	0.000193139926799833	0.00032714086905545	0.000346324402910587	0.000196455517119226	9.48270388729996e-05	0.000418110964778886	0.000446671865791	0.000442297653140256	0.000331958666594476	0.00059688727005528	0.000752900687068061	0.000507850809080533	0.000670958475324466	0.00051846145732465	0.000328730993055398	0.000293438352312752	0.000290732869384345	0.000259537131659464	0.000289563320345718	0.000319284740250613	0.000758748477519098	0.000287858129471927	0.000566697451471204	0.000343315172761873	0.000186223055119835	9.60832270411639e-05	0.000100816474588793	0.000339085827443336	0.000433545219418224	0.000348059864050009	0.000332627077839089	0.000160564394767352	2.20800559612234e-06	3.82726192386354e-05	0.000260084832259281	6.31547498273323e-05	4.5849574795177e-05	6.03875825868409e-05	3.88545167570744e-05	0.00012998584022523	8.1512891109759e-05	6.3765523036858e-05	5.09130637726165e-05	4.95242488838729e-05	5.32874872219218e-05	0.000292883507625175	0.000158860992930046	0.000114427368576527	0.000116823273464651	0.000349996949657425
4S0221	0.00536562190704889	0.00594639590517296	0.00509748151209754	0.00063135602629801	0.00268321844000459	0.000530791596289361	0.000804384255980176	0.00197286823961441	0.00353022201404048	0.00240099446319615	0.00266948373135563	0.00283342727464738	0.0164295006265705	0.00595572363491248	0.0119703369487121	0.0176980505891544	0.0328131802979878	0.235901970509461	0.00921509	0.129335081610875	0.0472352040043949	0.0180741826109435	0.0219978573241429	0.0202240622865462	0.0135333659691637	0.0103386515615318	0.00407009093310201	0.0046816569048293	0.00136185879802254	0.000489717789182196	0.000402777409030826	0.000649479256760392	0.000428847063166245	0.000351116363564489	0.000338499221663095	2.62792504046405e-06	2.61214788005506e-06	0.000282308392537855	0.000212913216358802	0.00036059889136358	0.000380798975251232	0.000215796736647858	0.000104170788512267	0.000458149674587448	0.000489863479645872	0.000484489534302305	0.000364228915199457	0.000654357259375979	0.000821997048280088	0.000555415111887811	0.000733153584819908	0.000563050315978345	0.000356907333384754	0.000318512288575653	0.000315711059805705	0.000281978995767041	0.000314512417023209	0.000346486580131466	0.000825617887262958	0.000312610061738444	0.000617032891334688	0.000374123150381095	0.000202772542907944	0.000104622743502191	0.000109769249469712	0.000369964759720298	0.00047334217429752	0.000380101314823287	0.000362944427850501	0.000174736672031938	2.40132295003192e-06	4.16240768824355e-05	0.000282359963365305	6.86755198444167e-05	4.9840605314196e-05	6.56565912077579e-05	4.22365694826146e-05	0.000141246020718456	8.85114914436865e-05	6.92259924726524e-05	5.5277724565109e-05	5.37763754574353e-05	5.78567263075007e-05	0.000317469327766281	0.000172219529996849	0.000124076922064102	0.000126707788091701	0.000379130053410179
4S0220	0.0219728437227342	0.0243021888201836	0.0207212915039394	0.00252554069979278	0.0107001716903491	0.00211158668855783	0.00319688683285464	0.00781961278199926	0.0138502445624101	0.00939203337458231	0.010093405556413	0.0106284108880625	0.0580083162001864	0.0187641200896087	0.0376507743807665	0.0528284905766306	0.0916066364258624	0.313380305393539	0.433534551101077	0.00921509	0.455356474146331	0.147622415265662	0.131447398646081	0.111604299183735	0.0714075798917409	0.0494578939702202	0.0190833222021808	0.0218197280998296	0.00624575509398375	0.00223594824408757	0.00183664855720771	0.0029579301821724	0.00194404782356144	0.00159585740445499	0.00153780724912604	1.1905279597924e-05	1.18338043834342e-05	0.00127823358160047	0.000963034652869329	0.00163331369594751	0.00171886014004232	0.000972050168510824	0.000469225644267495	0.00205443501010477	0.00219743385226762	0.00216772053785797	0.0016311029612377	0.00292572292494542	0.00365726447424574	0.00247260735118083	0.00325946396083337	0.00248348793370439	0.00157262113463551	0.00140222011930805	0.00138985365135987	0.00124194159997948	0.00138304599103646	0.00152355092401569	0.00362201753847114	0.00137438259266518	0.00270625502579425	0.00164017101616806	0.000887502300202504	0.00045777526903543	0.00048020816023565	0.00162433607502699	0.00207810031940232	0.00166752827209132	0.00159006349120749	0.000761069835529875	1.04440314201194e-05	0.000181036753410015	0.00122665658672719	0.000298448020889623	0.000216497424901369	0.00028518201560679	0.000183413336093959	0.000613095923267526	0.000383910913953159	0.000299998079687669	0.000239543766596424	0.000233038494043915	0.000250675485123828	0.00137588011104698	0.000745843243798921	0.000537267303496839	0.00054871685263892	0.00163854640462156
4S0219	0.0263062267567988	0.029027782784464	0.0245728909384729	0.00293912527244825	0.0124073406869299	0.00244147315237369	0.00369193569855059	0.00900139826655109	0.0157647096062584	0.0106527901965591	0.0110386781429349	0.0115220669783281	0.058861158113277	0.017113923614026	0.0342067041946823	0.0461932408912897	0.0754958331306251	0.175038922539985	0.186450153918058	0.536217635290511	0.00921509	0.701657189841988	0.269018278259418	0.200102634669237	0.11887846803363	0.0718755724262169	0.0269886356566634	0.0306091329081662	0.00858085879159638	0.00305479364656595	0.00250500042629164	0.00402828879025602	0.00263157987098522	0.0021684022069022	0.00208832555853919	1.61058841763147e-05	1.60091899729925e-05	0.0017280531048421	0.00130033658404697	0.00220954422031744	0.00231525828894456	0.00130586896702999	0.000630344657416743	0.00274429722727759	0.00293640768734857	0.00288723133226771	0.00217460037795259	0.00389283466000717	0.00483729762237897	0.00327217904617198	0.00430630949786355	0.00324974689387635	0.00205516011775067	0.00183045276238788	0.00181416045159572	0.00162198879808203	0.00180262649267836	0.00198580698066869	0.00470501127202367	0.00179086597643953	0.00351388491766437	0.00212813809851918	0.00114920352583911	0.000592518726422868	0.000621415757699478	0.00211125769403106	0.00270051218644362	0.00216476323094944	0.00206074281133229	0.00097925083541766	1.34143255589645e-05	0.000232526398845334	0.00157365662240911	0.000382927347775172	0.000277631305851769	0.000365668867754352	0.000235114231152523	0.000785521090763057	0.000491467530327968	0.000383616799447416	0.000306293391679458	0.000297969735952509	0.00032045135160021	0.00176004327950353	0.000953166040735047	0.000686447849161741	0.000701139458505962	0.00208866727913267
4S0218	0.00466423715213057	0.0051277031597966	0.00438940821094699	0.000522541792823861	0.002204309151971	0.000433619114197356	0.000655770158296829	0.00159843391560873	0.00278441759029237	0.00188131010200288	0.00191348847596639	0.00199517796838889	0.0101123223458989	0.00283971440835874	0.0056950317388356	0.00749535303526784	0.0122012243867652	0.0247488842606023	0.0256316520248103	0.0624543748893962	0.252084394744421	0.00921509	0.0662636984905197	0.0439861959420196	0.0252482498308485	0.0138812042871901	0.00516155429798968	0.00584305646500161	0.00162185204476881	0.000575286810402665	0.000471654479592199	0.000757387973476378	0.000493983600119575	0.000406057644600123	0.000390924698868079	3.01708445875794e-06	2.99897091870625e-06	0.000323568080831201	0.000243164140445452	0.000413029790352955	0.000431659080829232	0.000243246233221982	0.000117427416469138	0.000509991299042878	0.000546257162624076	0.000536540038698317	0.000404898794231301	0.000724241670543703	0.000896057167658068	0.000607382417427128	0.000798641917859721	0.000598939723056852	0.000378717105960898	0.000337259219980387	0.000334433566055899	0.000299169505841672	0.000332457875776769	0.000365853118188437	0.000869889573520258	0.000330236387313698	0.000650163272860898	0.000394159674988443	0.00021269411864107	0.000109667576377249	0.000115009477969808	0.000391512100155404	0.000501165494336249	0.000401878203156626	0.000382260267156214	0.000181215393383275	2.48093146861011e-06	4.30055364840572e-05	0.000290514171120114	7.08164131834721e-05	5.13265832678338e-05	6.76166962693016e-05	4.34673296800002e-05	0.000145170128003916	9.0763166000229e-05	7.08350980190416e-05	5.65627446874306e-05	5.50328231515897e-05	5.91793054176186e-05	0.000324440981042689	0.000175741699882483	0.000126597244048555	0.000129341921611279	0.000384847757809819
4S0217	0.00461496663213736	0.00502017411612655	0.00436978250082192	0.000505239308296664	0.00212021720196601	0.000415546584668181	0.000627735061564871	0.00152400000615387	0.00259777365789398	0.00174820414879689	0.00165893908601991	0.001711680704786	0.00800106799814579	0.00194877155745581	0.00389979549754317	0.00486440450150229	0.00748718798798654	0.0111419767232737	0.010348337118806	0.0184473849214514	0.0320608494960965	0.0219810243323688	0.00921509	0.166141297749029	0.0670465534300539	0.0209485101726314	0.00733605565095532	0.00818534746976969	0.00215882288964007	0.000753576732885033	0.000616365258799843	0.000984358356445546	0.000635106664584023	0.000520684952315585	0.000500498489443531	3.85518176028958e-06	3.83203657155652e-06	0.000412654383383161	0.000308630538022882	0.000524693872034699	0.000542075245805859	0.000303906788578875	0.00014674769583704	0.000629571440976733	0.000676461154387336	0.000660364524583514	0.000501392960742209	0.00089310939220656	0.00108594778676456	0.000740420541326538	0.000969728816961507	0.000708773390798534	0.000447413197753199	0.000397844682883183	0.000395002188472392	0.000354031448156177	0.000392521194522731	0.000430820592985569	0.00102952943250907	0.000389639578639687	0.00077049205090692	0.000467836137092371	0.000251456872710964	0.00012960666154653	0.000135867897046715	0.000466921733625638	0.000598610648816425	0.000479833778252451	0.000454704144504179	0.000212638524308372	2.90143916954164e-06	5.02970215583441e-05	0.000337934015879427	8.27081961621998e-05	5.98652052146213e-05	7.88915151702334e-05	5.06785299935926e-05	0.00016901528667946	0.0001054075122212	8.21322847477907e-05	6.55929376130086e-05	6.38355490764007e-05	6.8613720645737e-05	0.000374939735121466	0.000202970080937272	0.000146253588866074	0.000149528944381926	0.000442545229818385
4S0216	0.0114665283431686	0.0124130091066504	0.0107644410704791	0.00121514561078724	0.00507637335916718	0.000991399651263089	0.00149540460643558	0.00361594013095568	0.00608220139440705	0.00407583904209941	0.00371893638153514	0.00380268336449628	0.0166363493384957	0.00376107596887133	0.00748299647949459	0.00921871907407257	0.0136757685431889	0.0184435087229474	0.0164346646573638	0.0270561503753252	0.0411953605991129	0.025205245081272	0.286998656568055	0.00921509	0.510438601913029	0.0742846339250114	0.0243908370566558	0.026762258655901	0.00673935218655647	0.00232310216816318	0.00189461211899817	0.00301455321676792	0.00192381476747961	0.00158247068696108	0.00151925558165749	1.16452003956596e-05	1.15752866074777e-05	0.00124466984380268	0.000928037250903709	0.00158145794885742	0.00161930457754888	0.000903615201481643	0.000436355457665162	0.00185275193104707	0.00199376875874472	0.00193545194089362	0.00147404416335255	0.00261630983682242	0.00314303547137987	0.00214822440908504	0.00280495292616872	0.00201313234012952	0.00126842602237083	0.0011260981436807	0.00111837393760181	0.00100353002191687	0.00110946993368367	0.00121685189272598	0.0029001838404958	0.00110080709807912	0.00216980943024341	0.00131661130740311	0.00070529964969987	0.000363307267116539	0.000380721876169369	0.00131811638401259	0.00168978660855117	0.00135247831657501	0.00127800640523894	0.000590629454175395	8.03611013881785e-06	0.00013931036532563	0.000933889739034478	0.000228705620748661	0.000165393142827229	0.000217928428805221	0.000139929955282714	0.00046627844088066	0.000290383597418531	0.000225871435531814	0.000180373156456909	0.000175539541170867	0.000188612991637505	0.00103131128422812	0.000557509928782711	0.000401602148308794	0.000410675729862953	0.00121073400618248
4S0215	0.00465421032959903	0.00499776578023739	0.0044260588955016	0.000492992554150905	0.00205491146074821	0.000400758644953044	0.000604348824970639	0.00145918573055275	0.00242636627679121	0.00162383059614305	0.00143045626295357	0.00145747904574853	0.00619093440719812	0.00132833133552015	0.00264204558120592	0.0031935624874518	0.00466764961407174	0.00582428232441096	0.00510252435280419	0.00803186131621474	0.0113549573917911	0.00671262840313296	0.0537360241126124	0.23682651145439	0.00921509	0.0395796665291066	0.0124946447580935	0.013614713643978	0.00329472751912313	0.00112034393080854	0.000913123196710363	0.00144531461003642	0.000917207046989166	0.000747512946961602	0.00071677588153973	5.51150034378156e-06	5.4784111864886e-06	0.000588169969629838	0.000436552300661519	0.000742699856402485	0.000753802580613447	0.000419457769145589	0.000202631251764464	0.000853749050150884	0.000921936854670076	0.000892029045893544	0.000683723536219159	0.00121040678310413	0.00143419923867077	0.000986638888068456	0.0012847422284831	0.000904660896068823	0.000569769650564012	0.000505620864272062	0.00050293555873027	0.000452014686590838	0.000499567091429536	0.000546232602893037	0.00131438840003999	0.000495433008226144	0.000985295785082547	0.000599346198518787	0.000320309995765299	0.000164995155563216	0.000172869055783377	0.000602196786965802	0.000773475154163934	0.00061943259328407	0.000583851643980266	0.000267661523277006	3.63466545873854e-06	6.30112566044278e-05	0.000420420527118018	0.000103390468531509	7.46980255182386e-05	9.8469859799481e-05	6.31931985292139e-05	0.000210353624665162	0.000130752533771229	0.000101632821479847	8.1176892628345e-05	7.90247472531159e-05	8.48852488338489e-05	0.000462262168471986	0.000249947873311416	0.000180143503770244	0.000184334960777645	0.000541558432460783
4S0214	0.00155871688046498	0.00164859884764719	0.00137253234611324	0.000137762298956781	0.000563053380689038	0.000108016310331388	0.000161605450347235	0.000382939457617567	0.00061162269847914	0.000401475616330915	0.000317768581761389	0.000313104063544119	0.00106938512026257	0.000196590361946714	0.000383562911018779	0.000462684742812931	0.000622484847780488	0.000678009760017485	0.000557943144276193	0.000796258887119328	0.000982676142737556	0.000528244835606425	0.0024031949428104	0.00493324383173609	0.00566524788897399	0.00921509	0.0382706951714165	0.0296413498761095	0.0042676943237573	0.00131317931578608	0.00103359220651031	0.00160033741253414	0.000911763840919823	0.000799914800497722	0.000759482997804975	5.47464966978717e-06	5.44178175129891e-06	0.000578175957610571	0.000421709805135444	0.000739383489936895	0.00070171386794012	0.000375854614759399	0.000181501090863439	0.000707465976939727	0.000767674304833699	0.000711401990393402	0.000550097264942711	0.000949167581510179	0.00105035856311306	0.000724123824943878	0.000925227385997477	0.000588955711026113	0.000365814261439523	0.000320843867924356	0.000318523039221853	0.000287672862705933	0.000310840811891248	0.000340965294251356	0.000776437473769996	0.000307514627184279	0.000575830335246965	0.000344451853872056	0.000180503013794842	9.24745947027908e-05	9.66640344148547e-05	0.000350240239182475	0.000445578490961068	0.000350891824162435	0.000326104458846426	0.000139601633399504	1.86554108581671e-06	3.23414466083643e-05	0.000216209825261806	5.24357904940329e-05	3.77592400336193e-05	4.96084522327131e-05	3.17897063861484e-05	0.000105560267234371	6.53837883200349e-05	5.02297317091402e-05	4.00562770315882e-05	3.89390092554624e-05	4.17578849345145e-05	0.000232797613007485	0.000124273448480987	8.91333784739754e-05	9.10895284356377e-05	0.000263026366254828
